top_k,user_id,query_id,query_mode,query_subtype,query,method,selected_event_ids,selected_event_titles,selected_event_scores,gold_event_ids,supporting_event_recall,task_status_accuracy,top1_accuracy,top3_recall,NDCG@3,token_cost,llm_can_answer
3,u004,u004_q017,chat,mixed,帮我写一个关于执业考试复习的提醒，要体现依赖关系。,proposed_TMT_decay_event_memory,u004_e015|u004_e010|u004_e002,Mixed review and reminder|执业考试复习 dependency discussion|执业考试复习 planning,0.749994|0.734077|0.680393,u004_e015|u004_e010,1.0,,1.0,1.0,1.0,229,1.0
1,u004,u004_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,recency_only,u004_e014,Mixed planning for today,1.0,u004_e018|u004_e003|u004_e016,0.0,0.0,0.0,0.0,0.0,91,0.0
1,u004,u004_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,similarity_only,u004_e012,Old preference record,0.053333,u004_e018|u004_e003|u004_e016,0.0,0.0,0.0,0.0,0.0,72,0.0
1,u004,u004_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,recency_similarity_hybrid,u004_e018,Urgent wrong domain,0.4775,u004_e018|u004_e003|u004_e016,0.3333333333333333,0.5,1.0,0.3333333333333333,0.6300059872618923,82,0.0
1,u004,u004_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,proposed_TMT_decay_event_memory,u004_e001,排班行政 planning,0.631066,u004_e018|u004_e003|u004_e016,0.0,0.0,0.0,0.0,0.0,58,0.0
2,u004,u004_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,recency_only,u004_e014|u004_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u004_e018|u004_e003|u004_e016,0.0,0.0,0.0,0.0,0.0,174,0.0
2,u004,u004_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,similarity_only,u004_e012|u004_e001,Old preference record|排班行政 planning,0.053333|0.051948,u004_e018|u004_e003|u004_e016,0.0,0.0,0.0,0.0,0.0,129,0.0
2,u004,u004_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,recency_similarity_hybrid,u004_e018|u004_e016,Urgent wrong domain|Recent irrelevant side matter,0.4775|0.471429,u004_e018|u004_e003|u004_e016,0.6666666666666666,0.5,1.0,0.6666666666666666,0.7625024946924551,159,0.0
2,u004,u004_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,proposed_TMT_decay_event_memory,u004_e001|u004_e014,排班行政 planning|Mixed planning for today,0.631066|0.589437,u004_e018|u004_e003|u004_e016,0.0,0.0,0.0,0.0,0.0,149,0.0
3,u004,u004_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,recency_only,u004_e014|u004_e015|u004_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u004_e018|u004_e003|u004_e016,0.3333333333333333,0.0,0.0,0.3333333333333333,0.10500099787698204,251,0.0
3,u004,u004_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,similarity_only,u004_e012|u004_e001|u004_e018,Old preference record|排班行政 planning|Urgent wrong domain,0.053333|0.051948|0.05,u004_e018|u004_e003|u004_e016,0.3333333333333333,0.5,0.0,0.3333333333333333,0.31500299363094614,211,0.0
3,u004,u004_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,recency_similarity_hybrid,u004_e018|u004_e016|u004_e014,Urgent wrong domain|Recent irrelevant side matter|Mixed planning for today,0.4775|0.471429|0.463095,u004_e018|u004_e003|u004_e016,0.6666666666666666,0.5,1.0,0.6666666666666666,0.7625024946924551,250,0.0
3,u004,u004_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,proposed_TMT_decay_event_memory,u004_e001|u004_e014|u004_e009,排班行政 planning|Mixed planning for today|排班行政 dependency discussion,0.631066|0.589437|0.58643,u004_e018|u004_e003|u004_e016,0.0,0.0,0.0,0.0,0.0,232,0.0
1,u004,u004_q019,task,task_status,那个类似排班行政的旧任务还需要今天做吗？,recency_only,u004_e014,Mixed planning for today,1.0,u004_e017|u004_e001,0.0,0.0,0.0,0.0,0.0,91,0.0
1,u004,u004_q019,task,task_status,那个类似排班行政的旧任务还需要今天做吗？,similarity_only,u004_e017,Semantic similar wrong status,0.140845,u004_e017|u004_e001,0.5,0.0,1.0,0.5,0.7039180890341347,82,0.0
1,u004,u004_q019,task,task_status,那个类似排班行政的旧任务还需要今天做吗？,recency_similarity_hybrid,u004_e014,Mixed planning for today,0.498734,u004_e017|u004_e001,0.0,0.0,0.0,0.0,0.0,91,0.0
1,u004,u004_q019,task,task_status,那个类似排班行政的旧任务还需要今天做吗？,proposed_TMT_decay_event_memory,u004_e005,排班行政 status update,0.729111,u004_e017|u004_e001,0.0,0.0,0.0,0.0,0.0,62,0.0
2,u004,u004_q019,task,task_status,那个类似排班行政的旧任务还需要今天做吗？,recency_only,u004_e014|u004_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u004_e017|u004_e001,0.0,0.0,0.0,0.0,0.0,174,0.0
2,u004,u004_q019,task,task_status,那个类似排班行政的旧任务还需要今天做吗？,similarity_only,u004_e017|u004_e005,Semantic similar wrong status|排班行政 status update,0.140845|0.122807,u004_e017|u004_e001,0.5,0.0,1.0,0.5,0.7039180890341347,143,0.0
2,u004,u004_q019,task,task_status,那个类似排班行政的旧任务还需要今天做吗？,recency_similarity_hybrid,u004_e014|u004_e018,Mixed planning for today|Urgent wrong domain,0.498734|0.492308,u004_e017|u004_e001,0.0,0.0,0.0,0.0,0.0,173,0.0
2,u004,u004_q019,task,task_status,那个类似排班行政的旧任务还需要今天做吗？,proposed_TMT_decay_event_memory,u004_e005|u004_e001,排班行政 status update|排班行政 planning,0.729111|0.699108,u004_e017|u004_e001,0.5,1.0,0.0,0.5,0.2960819109658652,119,0.0
3,u004,u004_q019,task,task_status,那个类似排班行政的旧任务还需要今天做吗？,recency_only,u004_e014|u004_e015|u004_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u004_e017|u004_e001,0.0,0.0,0.0,0.0,0.0,251,0.0
3,u004,u004_q019,task,task_status,那个类似排班行政的旧任务还需要今天做吗？,similarity_only,u004_e017|u004_e005|u004_e014,Semantic similar wrong status|排班行政 status update|Mixed planning for today,0.140845|0.122807|0.088608,u004_e017|u004_e001,0.5,0.0,1.0,0.5,0.7039180890341347,234,0.0
3,u004,u004_q019,task,task_status,那个类似排班行政的旧任务还需要今天做吗？,recency_similarity_hybrid,u004_e014|u004_e018|u004_e016,Mixed planning for today|Urgent wrong domain|Recent irrelevant side matter,0.498734|0.492308|0.486667,u004_e017|u004_e001,0.0,0.0,0.0,0.0,0.0,250,0.0
3,u004,u004_q019,task,task_status,那个类似排班行政的旧任务还需要今天做吗？,proposed_TMT_decay_event_memory,u004_e005|u004_e001|u004_e014,排班行政 status update|排班行政 planning|Mixed planning for today,0.729111|0.699108|0.690807,u004_e017|u004_e001,0.5,1.0,0.0,0.5,0.2960819109658652,210,0.0
1,u004,u004_q020,chat,negative,我有没有提过要学习法语考试？,recency_only,u004_e014,Mixed planning for today,1.0,,1.0,,0.0,1.0,1.0,91,1.0
1,u004,u004_q020,chat,negative,我有没有提过要学习法语考试？,similarity_only,u004_e015,Mixed review and reminder,0.072464,,1.0,,0.0,1.0,1.0,83,1.0
1,u004,u004_q020,chat,negative,我有没有提过要学习法语考试？,recency_similarity_hybrid,u004_e015,Mixed review and reminder,0.489855,,1.0,,0.0,1.0,1.0,83,1.0
1,u004,u004_q020,chat,negative,我有没有提过要学习法语考试？,proposed_TMT_decay_event_memory,u004_e015,Mixed review and reminder,0.488489,,1.0,,0.0,1.0,1.0,83,1.0
2,u004,u004_q020,chat,negative,我有没有提过要学习法语考试？,recency_only,u004_e014|u004_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,,1.0,,0.0,1.0,1.0,174,1.0
2,u004,u004_q020,chat,negative,我有没有提过要学习法语考试？,similarity_only,u004_e015|u004_e002,Mixed review and reminder|执业考试复习 planning,0.072464|0.060606,,1.0,,0.0,1.0,1.0,147,1.0
2,u004,u004_q020,chat,negative,我有没有提过要学习法语考试？,recency_similarity_hybrid,u004_e015|u004_e016,Mixed review and reminder|Recent irrelevant side matter,0.489855|0.457639,,1.0,,0.0,1.0,1.0,160,1.0
2,u004,u004_q020,chat,negative,我有没有提过要学习法语考试？,proposed_TMT_decay_event_memory,u004_e015|u004_e002,Mixed review and reminder|执业考试复习 planning,0.488489|0.465735,,1.0,,0.0,1.0,1.0,147,1.0
3,u004,u004_q020,chat,negative,我有没有提过要学习法语考试？,recency_only,u004_e014|u004_e015|u004_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,,1.0,,0.0,1.0,1.0,251,1.0
3,u004,u004_q020,chat,negative,我有没有提过要学习法语考试？,similarity_only,u004_e015|u004_e002|u004_e011,Mixed review and reminder|执业考试复习 planning|Stable preference and profile,0.072464|0.060606|0.048193,,1.0,,0.0,1.0,1.0,202,1.0
3,u004,u004_q020,chat,negative,我有没有提过要学习法语考试？,recency_similarity_hybrid,u004_e015|u004_e016|u004_e018,Mixed review and reminder|Recent irrelevant side matter|Urgent wrong domain,0.489855|0.457639|0.457237,,1.0,,0.0,1.0,1.0,242,1.0
3,u004,u004_q020,chat,negative,我有没有提过要学习法语考试？,proposed_TMT_decay_event_memory,u004_e015|u004_e002|u004_e010,Mixed review and reminder|执业考试复习 planning|执业考试复习 dependency discussion,0.488489|0.465735|0.432268,,1.0,,0.0,1.0,1.0,229,1.0
1,u005,u005_q001,task,task_due,我最近最该先处理哪个办公室搬迁任务？,recency_only,u005_e014,Mixed planning for today,1.0,u005_e001|u005_e009,0.0,0.0,0.0,0.0,0.0,92,0.0
1,u005,u005_q001,task,task_due,我最近最该先处理哪个办公室搬迁任务？,similarity_only,u005_e005,办公室搬迁 status update,0.127273,u005_e001|u005_e009,0.0,0.0,0.0,0.0,0.0,63,0.0
1,u005,u005_q001,task,task_due,我最近最该先处理哪个办公室搬迁任务？,recency_similarity_hybrid,u005_e018,Urgent wrong domain,0.502027,u005_e001|u005_e009,0.0,0.0,0.0,0.0,0.0,83,0.0
1,u005,u005_q001,task,task_due,我最近最该先处理哪个办公室搬迁任务？,proposed_TMT_decay_event_memory,u005_e001,办公室搬迁 planning,0.714821,u005_e001|u005_e009,0.5,0.5,1.0,0.5,0.7039180890341347,60,0.0
2,u005,u005_q001,task,task_due,我最近最该先处理哪个办公室搬迁任务？,recency_only,u005_e014|u005_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u005_e001|u005_e009,0.0,0.0,0.0,0.0,0.0,174,0.0
2,u005,u005_q001,task,task_due,我最近最该先处理哪个办公室搬迁任务？,similarity_only,u005_e005|u005_e017,办公室搬迁 status update|Semantic similar wrong status,0.127273|0.112676,u005_e001|u005_e009,0.0,0.0,0.0,0.0,0.0,145,0.0
2,u005,u005_q001,task,task_due,我最近最该先处理哪个办公室搬迁任务？,recency_similarity_hybrid,u005_e018|u005_e014,Urgent wrong domain|Mixed planning for today,0.502027|0.491772,u005_e001|u005_e009,0.0,0.0,0.0,0.0,0.0,174,0.0
2,u005,u005_q001,task,task_due,我最近最该先处理哪个办公室搬迁任务？,proposed_TMT_decay_event_memory,u005_e001|u005_e014,办公室搬迁 planning|Mixed planning for today,0.714821|0.71029,u005_e001|u005_e009,0.5,0.5,1.0,0.5,0.7039180890341347,151,0.0
3,u005,u005_q001,task,task_due,我最近最该先处理哪个办公室搬迁任务？,recency_only,u005_e014|u005_e015|u005_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u005_e001|u005_e009,0.0,0.0,0.0,0.0,0.0,251,0.0
3,u005,u005_q001,task,task_due,我最近最该先处理哪个办公室搬迁任务？,similarity_only,u005_e005|u005_e017|u005_e018,办公室搬迁 status update|Semantic similar wrong status|Urgent wrong domain,0.127273|0.112676|0.094595,u005_e001|u005_e009,0.0,0.0,0.0,0.0,0.0,227,0.0
3,u005,u005_q001,task,task_due,我最近最该先处理哪个办公室搬迁任务？,recency_similarity_hybrid,u005_e018|u005_e014|u005_e016,Urgent wrong domain|Mixed planning for today|Recent irrelevant side matter,0.502027|0.491772|0.488194,u005_e001|u005_e009,0.0,0.0,0.0,0.0,0.0,251,0.0
3,u005,u005_q001,task,task_due,我最近最该先处理哪个办公室搬迁任务？,proposed_TMT_decay_event_memory,u005_e001|u005_e014|u005_e009,办公室搬迁 planning|Mixed planning for today|办公室搬迁 dependency discussion,0.714821|0.71029|0.697668,u005_e001|u005_e009,1.0,1.0,1.0,1.0,0.9385574520455129,236,1.0
1,u005,u005_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,recency_only,u005_e014,Mixed planning for today,1.0,u005_e001|u005_e018|u005_e007,0.0,0.0,0.0,0.0,0.0,92,0.0
1,u005,u005_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,similarity_only,u005_e018,Urgent wrong domain,0.103896,u005_e001|u005_e018|u005_e007,0.3333333333333333,0.5,1.0,0.3333333333333333,0.21000199575396408,83,0.0
1,u005,u005_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,recency_similarity_hybrid,u005_e018,Urgent wrong domain,0.507143,u005_e001|u005_e018|u005_e007,0.3333333333333333,0.5,1.0,0.3333333333333333,0.21000199575396408,83,0.0
1,u005,u005_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,proposed_TMT_decay_event_memory,u005_e009,办公室搬迁 dependency discussion,0.611237,u005_e001|u005_e018|u005_e007,0.0,0.0,0.0,0.0,0.0,85,0.0
2,u005,u005_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,recency_only,u005_e014|u005_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u005_e001|u005_e018|u005_e007,0.0,0.0,0.0,0.0,0.0,174,0.0
2,u005,u005_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,similarity_only,u005_e018|u005_e012,Urgent wrong domain|Old preference record,0.103896|0.067568,u005_e001|u005_e018|u005_e007,0.3333333333333333,0.5,1.0,0.3333333333333333,0.21000199575396408,154,0.0
2,u005,u005_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,recency_similarity_hybrid,u005_e018|u005_e016,Urgent wrong domain|Recent irrelevant side matter,0.507143|0.471154,u005_e001|u005_e018|u005_e007,0.3333333333333333,0.5,1.0,0.3333333333333333,0.21000199575396408,159,0.0
2,u005,u005_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,proposed_TMT_decay_event_memory,u005_e009|u005_e014,办公室搬迁 dependency discussion|Mixed planning for today,0.611237|0.601459,u005_e001|u005_e018|u005_e007,0.0,0.0,0.0,0.0,0.0,176,0.0
3,u005,u005_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,recency_only,u005_e014|u005_e015|u005_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u005_e001|u005_e018|u005_e007,0.0,0.0,0.0,0.0,0.0,251,0.0
3,u005,u005_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,similarity_only,u005_e018|u005_e012|u005_e002,Urgent wrong domain|Old preference record|供应商合同 planning,0.103896|0.067568|0.054795,u005_e001|u005_e018|u005_e007,0.3333333333333333,0.5,1.0,0.3333333333333333,0.21000199575396408,216,0.0
3,u005,u005_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,recency_similarity_hybrid,u005_e018|u005_e016|u005_e015,Urgent wrong domain|Recent irrelevant side matter|Mixed review and reminder,0.507143|0.471154|0.463924,u005_e001|u005_e018|u005_e007,0.3333333333333333,0.5,1.0,0.3333333333333333,0.21000199575396408,241,0.0
3,u005,u005_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,proposed_TMT_decay_event_memory,u005_e009|u005_e014|u005_e001,办公室搬迁 dependency discussion|Mixed planning for today|办公室搬迁 planning,0.611237|0.601459|0.600538,u005_e001|u005_e018|u005_e007,0.3333333333333333,0.5,0.0,0.3333333333333333,0.31500299363094614,236,0.0
1,u005,u005_q003,task,task_priority,供应商合同接下来应该推进什么？,recency_only,u005_e014,Mixed planning for today,1.0,u005_e002|u005_e006|u005_e010,0.0,0.0,0.0,0.0,0.0,92,0.0
1,u005,u005_q003,task,task_priority,供应商合同接下来应该推进什么？,similarity_only,u005_e010,供应商合同 dependency discussion,0.078125,u005_e002|u005_e006|u005_e010,0.3333333333333333,0.5,1.0,0.3333333333333333,0.38009376671593426,81,0.0
1,u005,u005_q003,task,task_priority,供应商合同接下来应该推进什么？,recency_similarity_hybrid,u005_e015,Mixed review and reminder,0.489855,u005_e002|u005_e006|u005_e010,0.0,0.0,0.0,0.0,0.0,82,0.0
1,u005,u005_q003,task,task_priority,供应商合同接下来应该推进什么？,proposed_TMT_decay_event_memory,u005_e010,供应商合同 dependency discussion,0.664068,u005_e002|u005_e006|u005_e010,0.3333333333333333,0.5,1.0,0.3333333333333333,0.38009376671593426,81,0.0
2,u005,u005_q003,task,task_priority,供应商合同接下来应该推进什么？,recency_only,u005_e014|u005_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u005_e002|u005_e006|u005_e010,0.0,0.0,0.0,0.0,0.0,174,0.0
2,u005,u005_q003,task,task_priority,供应商合同接下来应该推进什么？,similarity_only,u005_e010|u005_e002,供应商合同 dependency discussion|供应商合同 planning,0.078125|0.076923,u005_e002|u005_e006|u005_e010,0.6666666666666666,1.0,1.0,0.6666666666666666,0.7398124665681314,144,0.0
2,u005,u005_q003,task,task_priority,供应商合同接下来应该推进什么？,recency_similarity_hybrid,u005_e015|u005_e014,Mixed review and reminder|Mixed planning for today,0.489855|0.46375,u005_e002|u005_e006|u005_e010,0.0,0.0,0.0,0.0,0.0,174,0.0
2,u005,u005_q003,task,task_priority,供应商合同接下来应该推进什么？,proposed_TMT_decay_event_memory,u005_e010|u005_e002,供应商合同 dependency discussion|供应商合同 planning,0.664068|0.647961,u005_e002|u005_e006|u005_e010,0.6666666666666666,1.0,1.0,0.6666666666666666,0.7398124665681314,144,0.0
3,u005,u005_q003,task,task_priority,供应商合同接下来应该推进什么？,recency_only,u005_e014|u005_e015|u005_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u005_e002|u005_e006|u005_e010,0.0,0.0,0.0,0.0,0.0,251,0.0
3,u005,u005_q003,task,task_priority,供应商合同接下来应该推进什么？,similarity_only,u005_e010|u005_e002|u005_e006,供应商合同 dependency discussion|供应商合同 planning|供应商合同 status update,0.078125|0.076923|0.076923,u005_e002|u005_e006|u005_e010,1.0,1.0,1.0,1.0,0.9298593499260985,216,1.0
3,u005,u005_q003,task,task_priority,供应商合同接下来应该推进什么？,recency_similarity_hybrid,u005_e015|u005_e014|u005_e016,Mixed review and reminder|Mixed planning for today|Recent irrelevant side matter,0.489855|0.46375|0.45,u005_e002|u005_e006|u005_e010,0.0,0.0,0.0,0.0,0.0,251,0.0
3,u005,u005_q003,task,task_priority,供应商合同接下来应该推进什么？,proposed_TMT_decay_event_memory,u005_e010|u005_e002|u005_e015,供应商合同 dependency discussion|供应商合同 planning|Mixed review and reminder,0.664068|0.647961|0.646967,u005_e002|u005_e006|u005_e010,0.6666666666666666,1.0,1.0,0.6666666666666666,0.7398124665681314,226,0.0
1,u005,u005_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_only,u005_e014,Mixed planning for today,1.0,u005_e002|u005_e001|u005_e004,0.0,0.0,0.0,0.0,0.0,92,0.0
1,u005,u005_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,similarity_only,u005_e002,供应商合同 planning,0.104478,u005_e002|u005_e001|u005_e004,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5701406500739014,63,0.0
1,u005,u005_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_similarity_hybrid,u005_e016,Recent irrelevant side matter,0.504225,u005_e002|u005_e001|u005_e004,0.0,0.0,0.0,0.0,0.0,77,0.0
1,u005,u005_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,proposed_TMT_decay_event_memory,u005_e002,供应商合同 planning,0.610124,u005_e002|u005_e001|u005_e004,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5701406500739014,63,0.0
2,u005,u005_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_only,u005_e014|u005_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u005_e002|u005_e001|u005_e004,0.0,0.0,0.0,0.0,0.0,174,0.0
2,u005,u005_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,similarity_only,u005_e002|u005_e016,供应商合同 planning|Recent irrelevant side matter,0.104478|0.098592,u005_e002|u005_e001|u005_e004,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5701406500739014,140,0.0
2,u005,u005_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_similarity_hybrid,u005_e016|u005_e018,Recent irrelevant side matter|Urgent wrong domain,0.504225|0.478205,u005_e002|u005_e001|u005_e004,0.0,0.0,0.0,0.0,0.0,159,0.0
2,u005,u005_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,proposed_TMT_decay_event_memory,u005_e002|u005_e018,供应商合同 planning|Urgent wrong domain,0.610124|0.574272,u005_e002|u005_e001|u005_e004,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5701406500739014,145,0.0
3,u005,u005_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_only,u005_e014|u005_e015|u005_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u005_e002|u005_e001|u005_e004,0.0,0.0,0.0,0.0,0.0,251,0.0
3,u005,u005_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,similarity_only,u005_e002|u005_e016|u005_e003,供应商合同 planning|Recent irrelevant side matter|网络迁移 planning,0.104478|0.098592|0.069444,u005_e002|u005_e001|u005_e004,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5701406500739014,212,0.0
3,u005,u005_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_similarity_hybrid,u005_e016|u005_e018|u005_e015,Recent irrelevant side matter|Urgent wrong domain|Mixed review and reminder,0.504225|0.478205|0.472,u005_e002|u005_e001|u005_e004,0.0,0.0,0.0,0.0,0.0,241,0.0
3,u005,u005_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,proposed_TMT_decay_event_memory,u005_e002|u005_e018|u005_e009,供应商合同 planning|Urgent wrong domain|办公室搬迁 dependency discussion,0.610124|0.574272|0.563096,u005_e002|u005_e001|u005_e004,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5701406500739014,230,0.0
1,u005,u005_q005,task,task_status,办公室搬迁还有什么没完成？,recency_only,u005_e014,Mixed planning for today,1.0,u005_e005|u005_e001|u005_e017,0.0,0.0,0.0,0.0,0.0,92,0.0
1,u005,u005_q005,task,task_status,办公室搬迁还有什么没完成？,similarity_only,u005_e005,办公室搬迁 status update,0.137255,u005_e005|u005_e001|u005_e017,0.3333333333333333,0.0,1.0,0.3333333333333333,0.5562983930884396,63,0.0
1,u005,u005_q005,task,task_status,办公室搬迁还有什么没完成？,recency_similarity_hybrid,u005_e018,Urgent wrong domain,0.496479,u005_e005|u005_e001|u005_e017,0.0,0.0,0.0,0.0,0.0,83,0.0
1,u005,u005_q005,task,task_status,办公室搬迁还有什么没完成？,proposed_TMT_decay_event_memory,u005_e005,办公室搬迁 status update,0.762607,u005_e005|u005_e001|u005_e017,0.3333333333333333,0.0,1.0,0.3333333333333333,0.5562983930884396,63,0.0
2,u005,u005_q005,task,task_status,办公室搬迁还有什么没完成？,recency_only,u005_e014|u005_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u005_e005|u005_e001|u005_e017,0.0,0.0,0.0,0.0,0.0,174,0.0
2,u005,u005_q005,task,task_status,办公室搬迁还有什么没完成？,similarity_only,u005_e005|u005_e007,办公室搬迁 status update|网络迁移 status update,0.137255|0.109375,u005_e005|u005_e001|u005_e017,0.3333333333333333,0.0,1.0,0.3333333333333333,0.5562983930884396,135,0.0
2,u005,u005_q005,task,task_status,办公室搬迁还有什么没完成？,recency_similarity_hybrid,u005_e018|u005_e014,Urgent wrong domain|Mixed planning for today,0.496479|0.486184,u005_e005|u005_e001|u005_e017,0.0,0.0,0.0,0.0,0.0,174,0.0
2,u005,u005_q005,task,task_status,办公室搬迁还有什么没完成？,proposed_TMT_decay_event_memory,u005_e005|u005_e001,办公室搬迁 status update|办公室搬迁 planning,0.762607|0.746568,u005_e005|u005_e001|u005_e017,0.6666666666666666,1.0,1.0,0.6666666666666666,0.9072836011519267,122,0.0
3,u005,u005_q005,task,task_status,办公室搬迁还有什么没完成？,recency_only,u005_e014|u005_e015|u005_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u005_e005|u005_e001|u005_e017,0.0,0.0,0.0,0.0,0.0,251,0.0
3,u005,u005_q005,task,task_status,办公室搬迁还有什么没完成？,similarity_only,u005_e005|u005_e007|u005_e017,办公室搬迁 status update|网络迁移 status update|Semantic similar wrong status,0.137255|0.109375|0.102941,u005_e005|u005_e001|u005_e017,0.6666666666666666,0.0,1.0,0.6666666666666666,0.649014791936513,217,0.0
3,u005,u005_q005,task,task_status,办公室搬迁还有什么没完成？,recency_similarity_hybrid,u005_e018|u005_e014|u005_e015,Urgent wrong domain|Mixed planning for today|Mixed review and reminder,0.496479|0.486184|0.45,u005_e005|u005_e001|u005_e017,0.0,0.0,0.0,0.0,0.0,256,0.0
3,u005,u005_q005,task,task_status,办公室搬迁还有什么没完成？,proposed_TMT_decay_event_memory,u005_e005|u005_e001|u005_e009,办公室搬迁 status update|办公室搬迁 planning|办公室搬迁 dependency discussion,0.762607|0.746568|0.703146,u005_e005|u005_e001|u005_e017,0.6666666666666666,1.0,1.0,0.6666666666666666,0.9072836011519267,207,0.0
1,u005,u005_q006,task,task_status,供应商合同的资料收集完成了吗？,recency_only,u005_e014,Mixed planning for today,1.0,u005_e006,0.0,1.0,0.0,0.0,0.0,92,0.0
1,u005,u005_q006,task,task_status,供应商合同的资料收集完成了吗？,similarity_only,u005_e010,供应商合同 dependency discussion,0.186441,u005_e006,0.0,1.0,0.0,0.0,0.0,81,0.0
1,u005,u005_q006,task,task_status,供应商合同的资料收集完成了吗？,recency_similarity_hybrid,u005_e015,Mixed review and reminder,0.489286,u005_e006,0.0,1.0,0.0,0.0,0.0,82,0.0
1,u005,u005_q006,task,task_status,供应商合同的资料收集完成了吗？,proposed_TMT_decay_event_memory,u005_e006,供应商合同 status update,0.722398,u005_e006,1.0,1.0,1.0,1.0,1.0,73,1.0
2,u005,u005_q006,task,task_status,供应商合同的资料收集完成了吗？,recency_only,u005_e014|u005_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u005_e006,0.0,1.0,0.0,0.0,0.0,174,0.0
2,u005,u005_q006,task,task_status,供应商合同的资料收集完成了吗？,similarity_only,u005_e010|u005_e006,供应商合同 dependency discussion|供应商合同 status update,0.186441|0.126984,u005_e006,1.0,1.0,0.0,1.0,0.6309297535714574,154,1.0
2,u005,u005_q006,task,task_status,供应商合同的资料收集完成了吗？,recency_similarity_hybrid,u005_e015|u005_e016,Mixed review and reminder|Recent irrelevant side matter,0.489286|0.465068,u005_e006,0.0,1.0,0.0,0.0,0.0,159,0.0
2,u005,u005_q006,task,task_status,供应商合同的资料收集完成了吗？,proposed_TMT_decay_event_memory,u005_e006|u005_e002,供应商合同 status update|供应商合同 planning,0.722398|0.713143,u005_e006,1.0,1.0,1.0,1.0,1.0,136,1.0
