top_k,user_id,query_id,query_mode,query_subtype,query,method,selected_memory_ids,selected_event_ids,selected_memory_types,selected_memory_scores,gold_memory_ids,gold_event_ids,memory_recall,memory_NDCG,memory_top1_accuracy,todo_recall,non_todo_recall,completed_task_error_rate,todo_intrusion_rate,deadline_ranking_accuracy,memory_token_cost
10,u005,u005_q020,chat,negative,我有没有提过要学习法语考试？,proposed_TMT_decay_event_memory,u005_m057|u005_m059|u005_m058|u005_m073|u005_m060|u005_m041|u005_m074|u005_m075|u005_m042|u005_m045,u005_e015|u005_e015|u005_e015|u005_e019|u005_e015|u005_e011|u005_e019|u005_e019|u005_e011|u005_e012,preference|preference|todo|preference|fact|preference|habit|constraint|profile|preference,0.200366|0.196185|0.179087|0.147284|0.14425|0.139548|0.136209|0.133852|0.129338|0.126296,,,1.0,1.0,0.0,,,,,,147
1,u006,u006_q001,task,task_due,我最近最该先处理哪个支付 bug任务？,recency_only,u006_m056,u006_e014,fact,1.0,u006_m002|u006_m001|u006_m034,u006_e001|u006_e009,0.0,0.0,0.0,0.0,,0.0,,0.0,29
1,u006,u006_q001,task,task_due,我最近最该先处理哪个支付 bug任务？,similarity_only,u006_m026,u006_e007,constraint,0.16,u006_m002|u006_m001|u006_m034,u006_e001|u006_e009,0.0,0.0,0.0,0.0,,0.0,,0.0,14
1,u006,u006_q001,task,task_due,我最近最该先处理哪个支付 bug任务？,recency_similarity_hybrid,u006_m070,u006_e018,constraint,0.524178,u006_m002|u006_m001|u006_m034,u006_e001|u006_e009,0.0,0.0,0.0,0.0,,0.0,,0.0,22
1,u006,u006_q001,task,task_due,我最近最该先处理哪个支付 bug任务？,proposed_TMT_decay_event_memory,u006_m002,u006_e001,todo,0.550139,u006_m002|u006_m001|u006_m034,u006_e001|u006_e009,0.3333333333333333,1.0,1.0,0.3333333333333333,,0.0,,0.0,17
3,u006,u006_q001,task,task_due,我最近最该先处理哪个支付 bug任务？,recency_only,u006_m056|u006_m060|u006_m064,u006_e014|u006_e015|u006_e016,fact|fact|fact,1.0|1.0|1.0,u006_m002|u006_m001|u006_m034,u006_e001|u006_e009,0.0,0.0,0.0,0.0,,0.0,,0.0,87
3,u006,u006_q001,task,task_due,我最近最该先处理哪个支付 bug任务？,similarity_only,u006_m026|u006_m017|u006_m004,u006_e007|u006_e005|u006_e001,constraint|todo|preference,0.16|0.157895|0.148148,u006_m002|u006_m001|u006_m034,u006_e001|u006_e009,0.0,0.0,0.0,0.0,,1.0,,0.0,30
3,u006,u006_q001,task,task_due,我最近最该先处理哪个支付 bug任务？,recency_similarity_hybrid,u006_m070|u006_m054|u006_m053,u006_e018|u006_e014|u006_e014,constraint|todo|constraint,0.524178|0.473347|0.470638,u006_m002|u006_m001|u006_m034,u006_e001|u006_e009,0.0,0.0,0.0,0.0,,0.0,,0.0,63
3,u006,u006_q001,task,task_due,我最近最该先处理哪个支付 bug任务？,proposed_TMT_decay_event_memory,u006_m002|u006_m054|u006_m001,u006_e001|u006_e014|u006_e001,todo|todo|todo,0.550139|0.536537|0.525559,u006_m002|u006_m001|u006_m034,u006_e001|u006_e009,0.6666666666666666,0.7636451603657846,1.0,0.6666666666666666,,0.0,,0.0,56
5,u006,u006_q001,task,task_due,我最近最该先处理哪个支付 bug任务？,recency_only,u006_m056|u006_m060|u006_m064|u006_m072|u006_m071,u006_e014|u006_e015|u006_e016|u006_e018|u006_e018,fact|fact|fact|fact|fact,1.0|1.0|1.0|1.0|0.996672,u006_m002|u006_m001|u006_m034,u006_e001|u006_e009,0.0,0.0,0.0,0.0,,0.0,,0.0,126
5,u006,u006_q001,task,task_due,我最近最该先处理哪个支付 bug任务？,similarity_only,u006_m026|u006_m017|u006_m004|u006_m041|u006_m020,u006_e007|u006_e005|u006_e001|u006_e011|u006_e005,constraint|todo|preference|preference|todo,0.16|0.157895|0.148148|0.148148|0.142857,u006_m002|u006_m001|u006_m034,u006_e001|u006_e009,0.0,0.0,0.0,0.0,,0.5,,0.0,49
5,u006,u006_q001,task,task_due,我最近最该先处理哪个支付 bug任务？,recency_similarity_hybrid,u006_m070|u006_m054|u006_m053|u006_m071|u006_m049,u006_e018|u006_e014|u006_e014|u006_e018|u006_e013,constraint|todo|constraint|fact|preference,0.524178|0.473347|0.470638|0.470502|0.468974,u006_m002|u006_m001|u006_m034,u006_e001|u006_e009,0.0,0.0,0.0,0.0,,0.0,,0.0,81
5,u006,u006_q001,task,task_due,我最近最该先处理哪个支付 bug任务？,proposed_TMT_decay_event_memory,u006_m002|u006_m054|u006_m001|u006_m053|u006_m034,u006_e001|u006_e014|u006_e001|u006_e014|u006_e009,todo|todo|todo|constraint|todo,0.550139|0.536537|0.525559|0.524728|0.514728,u006_m002|u006_m001|u006_m034,u006_e001|u006_e009,1.0,0.8949421710407071,1.0,1.0,,0.0,,0.0,94
10,u006,u006_q001,task,task_due,我最近最该先处理哪个支付 bug任务？,recency_only,u006_m056|u006_m060|u006_m064|u006_m072|u006_m071|u006_m070|u006_m069|u006_m063|u006_m062|u006_m061,u006_e014|u006_e015|u006_e016|u006_e018|u006_e018|u006_e018|u006_e018|u006_e016|u006_e016|u006_e016,fact|fact|fact|fact|fact|constraint|todo|todo|constraint|fact,1.0|1.0|1.0|1.0|0.996672|0.996257|0.995842|0.948064|0.947669|0.947274,u006_m002|u006_m001|u006_m034,u006_e001|u006_e009,0.0,0.0,0.0,0.0,,0.0,,0.0,202
10,u006,u006_q001,task,task_due,我最近最该先处理哪个支付 bug任务？,similarity_only,u006_m026|u006_m017|u006_m004|u006_m041|u006_m020|u006_m035|u006_m070|u006_m003|u006_m067|u006_m018,u006_e007|u006_e005|u006_e001|u006_e011|u006_e005|u006_e009|u006_e018|u006_e001|u006_e017|u006_e005,constraint|todo|preference|preference|todo|constraint|constraint|fact|fact|status_update,0.16|0.157895|0.148148|0.148148|0.142857|0.142857|0.137931|0.136364|0.136364|0.130435,u006_m002|u006_m001|u006_m034,u006_e001|u006_e009,0.0,0.0,0.0,0.0,,0.5,,0.0,128
10,u006,u006_q001,task,task_due,我最近最该先处理哪个支付 bug任务？,recency_similarity_hybrid,u006_m070|u006_m054|u006_m053|u006_m071|u006_m049|u006_m069|u006_m056|u006_m060|u006_m064|u006_m072,u006_e018|u006_e014|u006_e014|u006_e018|u006_e013|u006_e018|u006_e014|u006_e015|u006_e016|u006_e018,constraint|todo|constraint|fact|preference|todo|fact|fact|fact|fact,0.524178|0.473347|0.470638|0.470502|0.468974|0.467094|0.45|0.45|0.45|0.45,u006_m002|u006_m001|u006_m034,u006_e001|u006_e009,0.0,0.0,0.0,0.0,,0.0,,0.0,209
10,u006,u006_q001,task,task_due,我最近最该先处理哪个支付 bug任务？,proposed_TMT_decay_event_memory,u006_m002|u006_m054|u006_m001|u006_m053|u006_m034|u006_m070|u006_m033|u006_m049|u006_m018|u006_m050,u006_e001|u006_e014|u006_e001|u006_e014|u006_e009|u006_e018|u006_e009|u006_e013|u006_e005|u006_e013,todo|todo|todo|constraint|todo|constraint|dependency|preference|status_update|status_update,0.550139|0.536537|0.525559|0.524728|0.514728|0.475089|0.460031|0.447377|0.442559|0.429498,u006_m002|u006_m001|u006_m034,u006_e001|u006_e009,1.0,0.8949421710407071,1.0,1.0,,0.0,,0.0,176
1,u006,u006_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,recency_only,u006_m056,u006_e014,fact,1.0,u006_m002|u006_m069|u006_m026,u006_e001|u006_e018|u006_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,29
1,u006,u006_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,similarity_only,u006_m045,u006_e012,preference,0.03125,u006_m002|u006_m069|u006_m026,u006_e001|u006_e018|u006_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5
1,u006,u006_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,recency_similarity_hybrid,u006_m056,u006_e014,fact,0.45,u006_m002|u006_m069|u006_m026,u006_e001|u006_e018|u006_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,29
1,u006,u006_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,proposed_TMT_decay_event_memory,u006_m034,u006_e009,todo,0.483617,u006_m002|u006_m069|u006_m026,u006_e001|u006_e018|u006_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,20
3,u006,u006_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,recency_only,u006_m056|u006_m060|u006_m064,u006_e014|u006_e015|u006_e016,fact|fact|fact,1.0|1.0|1.0,u006_m002|u006_m069|u006_m026,u006_e001|u006_e018|u006_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,87
3,u006,u006_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,similarity_only,u006_m045|u006_m004|u006_m041,u006_e012|u006_e001|u006_e011,preference|preference|preference,0.03125|0.027778|0.027778,u006_m002|u006_m069|u006_m026,u006_e001|u006_e018|u006_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,17
3,u006,u006_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,recency_similarity_hybrid,u006_m056|u006_m060|u006_m064,u006_e014|u006_e015|u006_e016,fact|fact|fact,0.45|0.45|0.45,u006_m002|u006_m069|u006_m026,u006_e001|u006_e018|u006_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,87
3,u006,u006_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,proposed_TMT_decay_event_memory,u006_m034|u006_m002|u006_m054,u006_e009|u006_e001|u006_e014,todo|todo|todo,0.483617|0.481805|0.469604,u006_m002|u006_m069|u006_m026,u006_e001|u006_e018|u006_e007,0.3333333333333333,0.39748952229168844,0.0,0.5,0.0,0.0,,0.0,58
5,u006,u006_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,recency_only,u006_m056|u006_m060|u006_m064|u006_m072|u006_m071,u006_e014|u006_e015|u006_e016|u006_e018|u006_e018,fact|fact|fact|fact|fact,1.0|1.0|1.0|1.0|0.996672,u006_m002|u006_m069|u006_m026,u006_e001|u006_e018|u006_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,126
5,u006,u006_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,similarity_only,u006_m045|u006_m004|u006_m041|u006_m049|u006_m001,u006_e012|u006_e001|u006_e011|u006_e013|u006_e001,preference|preference|preference|preference|todo,0.03125|0.027778|0.027778|0.025641|0.0,u006_m002|u006_m069|u006_m026,u006_e001|u006_e018|u006_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,39
5,u006,u006_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,recency_similarity_hybrid,u006_m056|u006_m060|u006_m064|u006_m072|u006_m071,u006_e014|u006_e015|u006_e016|u006_e018|u006_e018,fact|fact|fact|fact|fact,0.45|0.45|0.45|0.45|0.448502,u006_m002|u006_m069|u006_m026,u006_e001|u006_e018|u006_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,126
5,u006,u006_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,proposed_TMT_decay_event_memory,u006_m034|u006_m002|u006_m054|u006_m001|u006_m053,u006_e009|u006_e001|u006_e014|u006_e001|u006_e014,todo|todo|todo|todo|constraint,0.483617|0.481805|0.469604|0.459918|0.459087,u006_m002|u006_m069|u006_m026,u006_e001|u006_e018|u006_e007,0.3333333333333333,0.39748952229168844,0.0,0.5,0.0,0.0,,0.0,94
10,u006,u006_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,recency_only,u006_m056|u006_m060|u006_m064|u006_m072|u006_m071|u006_m070|u006_m069|u006_m063|u006_m062|u006_m061,u006_e014|u006_e015|u006_e016|u006_e018|u006_e018|u006_e018|u006_e018|u006_e016|u006_e016|u006_e016,fact|fact|fact|fact|fact|constraint|todo|todo|constraint|fact,1.0|1.0|1.0|1.0|0.996672|0.996257|0.995842|0.948064|0.947669|0.947274,u006_m002|u006_m069|u006_m026,u006_e001|u006_e018|u006_e007,0.3333333333333333,0.07000066525132136,0.0,0.5,0.0,0.0,,1.0,202
10,u006,u006_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,similarity_only,u006_m045|u006_m004|u006_m041|u006_m049|u006_m001|u006_m002|u006_m003|u006_m005|u006_m006|u006_m007,u006_e012|u006_e001|u006_e011|u006_e013|u006_e001|u006_e001|u006_e001|u006_e002|u006_e002|u006_e002,preference|preference|preference|preference|todo|todo|fact|todo|todo|preference,0.03125|0.027778|0.027778|0.025641|0.0|0.0|0.0|0.0|0.0|0.0,u006_m002|u006_m069|u006_m026,u006_e001|u006_e018|u006_e007,0.3333333333333333,0.2244126605837711,0.0,0.5,0.0,0.0,,0.0,119
10,u006,u006_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,recency_similarity_hybrid,u006_m056|u006_m060|u006_m064|u006_m072|u006_m071|u006_m070|u006_m069|u006_m049|u006_m063|u006_m062,u006_e014|u006_e015|u006_e016|u006_e018|u006_e018|u006_e018|u006_e018|u006_e013|u006_e016|u006_e016,fact|fact|fact|fact|fact|constraint|todo|preference|todo|constraint,0.45|0.45|0.45|0.45|0.448502|0.448316|0.448129|0.429851|0.426629|0.426451,u006_m002|u006_m069|u006_m026,u006_e001|u006_e018|u006_e007,0.3333333333333333,0.07000066525132136,0.0,0.5,0.0,0.0,,1.0,193
10,u006,u006_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,proposed_TMT_decay_event_memory,u006_m034|u006_m002|u006_m054|u006_m001|u006_m053|u006_m070|u006_m069|u006_m050|u006_m033|u006_m025,u006_e009|u006_e001|u006_e014|u006_e001|u006_e014|u006_e018|u006_e018|u006_e013|u006_e009|u006_e007,todo|todo|todo|todo|constraint|constraint|todo|status_update|dependency|todo,0.483617|0.481805|0.469604|0.459918|0.459087|0.436468|0.43245|0.429498|0.423509|0.422753,u006_m002|u006_m069|u006_m026,u006_e001|u006_e018|u006_e007,0.6666666666666666,0.4674901875430098,0.0,1.0,0.0,0.0,,0.0,184
1,u006,u006_q003,task,task_priority,sprint planning接下来应该推进什么？,recency_only,u006_m056,u006_e014,fact,1.0,u006_m005|u006_m023|u006_m038,u006_e002|u006_e006|u006_e010,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,29
1,u006,u006_q003,task,task_priority,sprint planning接下来应该推进什么？,similarity_only,u006_m007,u006_e002,preference,0.117647,u006_m005|u006_m023|u006_m038,u006_e002|u006_e006|u006_e010,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14
1,u006,u006_q003,task,task_priority,sprint planning接下来应该推进什么？,recency_similarity_hybrid,u006_m058,u006_e015,todo,0.475553,u006_m005|u006_m023|u006_m038,u006_e002|u006_e006|u006_e010,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,17
1,u006,u006_q003,task,task_priority,sprint planning接下来应该推进什么？,proposed_TMT_decay_event_memory,u006_m054,u006_e014,todo,0.473389,u006_m005|u006_m023|u006_m038,u006_e002|u006_e006|u006_e010,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,22
3,u006,u006_q003,task,task_priority,sprint planning接下来应该推进什么？,recency_only,u006_m056|u006_m060|u006_m064,u006_e014|u006_e015|u006_e016,fact|fact|fact,1.0|1.0|1.0,u006_m005|u006_m023|u006_m038,u006_e002|u006_e006|u006_e010,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,87
3,u006,u006_q003,task,task_priority,sprint planning接下来应该推进什么？,similarity_only,u006_m007|u006_m021|u006_m023,u006_e002|u006_e006|u006_e006,preference|todo|dependency,0.117647|0.117647|0.117647,u006_m005|u006_m023|u006_m038,u006_e002|u006_e006|u006_e010,0.3333333333333333,0.19004688335796713,0.0,0.0,1.0,1.0,,0.0,42
3,u006,u006_q003,task,task_priority,sprint planning接下来应该推进什么？,recency_similarity_hybrid,u006_m058|u006_m056|u006_m057,u006_e015|u006_e014|u006_e015,todo|fact|preference,0.475553|0.47037|0.469866,u006_m005|u006_m023|u006_m038,u006_e002|u006_e006|u006_e010,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,66
3,u006,u006_q003,task,task_priority,sprint planning接下来应该推进什么？,proposed_TMT_decay_event_memory,u006_m054|u006_m002|u006_m001,u006_e014|u006_e001|u006_e001,todo|todo|todo,0.473389|0.460176|0.446607,u006_m005|u006_m023|u006_m038,u006_e002|u006_e006|u006_e010,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,56
5,u006,u006_q003,task,task_priority,sprint planning接下来应该推进什么？,recency_only,u006_m056|u006_m060|u006_m064|u006_m072|u006_m071,u006_e014|u006_e015|u006_e016|u006_e018|u006_e018,fact|fact|fact|fact|fact,1.0|1.0|1.0|1.0|0.996672,u006_m005|u006_m023|u006_m038,u006_e002|u006_e006|u006_e010,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,126
5,u006,u006_q003,task,task_priority,sprint planning接下来应该推进什么？,similarity_only,u006_m007|u006_m021|u006_m023|u006_m037|u006_m008,u006_e002|u006_e006|u006_e006|u006_e010|u006_e002,preference|todo|dependency|dependency|fact,0.117647|0.117647|0.117647|0.111111|0.105263,u006_m005|u006_m023|u006_m038,u006_e002|u006_e006|u006_e010,0.3333333333333333,0.19004688335796713,0.0,0.0,1.0,1.0,,0.0,73
5,u006,u006_q003,task,task_priority,sprint planning接下来应该推进什么？,recency_similarity_hybrid,u006_m058|u006_m056|u006_m057|u006_m060|u006_m064,u006_e015|u006_e014|u006_e015|u006_e015|u006_e016,todo|fact|preference|fact|fact,0.475553|0.47037|0.469866|0.45|0.45,u006_m005|u006_m023|u006_m038,u006_e002|u006_e006|u006_e010,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,124
5,u006,u006_q003,task,task_priority,sprint planning接下来应该推进什么？,proposed_TMT_decay_event_memory,u006_m054|u006_m002|u006_m001|u006_m050|u006_m058,u006_e014|u006_e001|u006_e001|u006_e013|u006_e015,todo|todo|todo|status_update|todo,0.473389|0.460176|0.446607|0.438013|0.429695,u006_m005|u006_m023|u006_m038,u006_e002|u006_e006|u006_e010,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,93
10,u006,u006_q003,task,task_priority,sprint planning接下来应该推进什么？,recency_only,u006_m056|u006_m060|u006_m064|u006_m072|u006_m071|u006_m070|u006_m069|u006_m063|u006_m062|u006_m061,u006_e014|u006_e015|u006_e016|u006_e018|u006_e018|u006_e018|u006_e018|u006_e016|u006_e016|u006_e016,fact|fact|fact|fact|fact|constraint|todo|todo|constraint|fact,1.0|1.0|1.0|1.0|0.996672|0.996257|0.995842|0.948064|0.947669|0.947274,u006_m005|u006_m023|u006_m038,u006_e002|u006_e006|u006_e010,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,202
10,u006,u006_q003,task,task_priority,sprint planning接下来应该推进什么？,similarity_only,u006_m007|u006_m021|u006_m023|u006_m037|u006_m008|u006_m039|u006_m058|u006_m006|u006_m057|u006_m005,u006_e002|u006_e006|u006_e006|u006_e010|u006_e002|u006_e010|u006_e015|u006_e002|u006_e015|u006_e002,preference|todo|dependency|dependency|fact|constraint|todo|todo|preference|todo,0.117647|0.117647|0.117647|0.111111|0.105263|0.105263|0.105263|0.095238|0.095238|0.086957,u006_m005|u006_m023|u006_m038,u006_e002|u006_e006|u006_e010,0.6666666666666666,0.35485449134834707,0.0,0.5,1.0,0.25,,0.0,161
10,u006,u006_q003,task,task_priority,sprint planning接下来应该推进什么？,recency_similarity_hybrid,u006_m058|u006_m056|u006_m057|u006_m060|u006_m064|u006_m072|u006_m071|u006_m070|u006_m069|u006_m050,u006_e015|u006_e014|u006_e015|u006_e015|u006_e016|u006_e018|u006_e018|u006_e018|u006_e018|u006_e013,todo|fact|preference|fact|fact|fact|fact|constraint|todo|status_update,0.475553|0.47037|0.469866|0.45|0.45|0.45|0.448502|0.448316|0.448129|0.443422,u006_m005|u006_m023|u006_m038,u006_e002|u006_e006|u006_e010,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,220
10,u006,u006_q003,task,task_priority,sprint planning接下来应该推进什么？,proposed_TMT_decay_event_memory,u006_m054|u006_m002|u006_m001|u006_m050|u006_m058|u006_m053|u006_m034|u006_m038|u006_m005|u006_m006,u006_e014|u006_e001|u006_e001|u006_e013|u006_e015|u006_e014|u006_e009|u006_e010|u006_e002|u006_e002,todo|todo|todo|status_update|todo|constraint|todo|todo|todo|todo,0.473389|0.460176|0.446607|0.438013|0.429695|0.428876|0.423961|0.408569|0.405015|0.392631,u006_m005|u006_m023|u006_m038,u006_e002|u006_e006|u006_e010,0.6666666666666666,0.29153567070367165,0.0,1.0,0.0,0.0,,0.0,189
1,u006,u006_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_only,u006_m056,u006_e014,fact,1.0,u006_m005|u006_m001|u006_m013,u006_e002|u006_e001|u006_e004,0.0,0.0,0.0,0.0,,0.0,,0.0,29
1,u006,u006_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,similarity_only,u006_m049,u006_e013,preference,0.121212,u006_m005|u006_m001|u006_m013,u006_e002|u006_e001|u006_e004,0.0,0.0,0.0,0.0,,0.0,,0.0,6
1,u006,u006_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_similarity_hybrid,u006_m049,u006_e013,preference,0.482415,u006_m005|u006_m001|u006_m013,u006_e002|u006_e001|u006_e004,0.0,0.0,0.0,0.0,,0.0,,0.0,6
1,u006,u006_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,proposed_TMT_decay_event_memory,u006_m005,u006_e002,todo,0.474,u006_m005|u006_m001|u006_m013,u006_e002|u006_e001|u006_e004,0.3333333333333333,1.0,1.0,0.3333333333333333,,0.0,,0.0,18
3,u006,u006_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_only,u006_m056|u006_m060|u006_m064,u006_e014|u006_e015|u006_e016,fact|fact|fact,1.0|1.0|1.0,u006_m005|u006_m001|u006_m013,u006_e002|u006_e001|u006_e004,0.0,0.0,0.0,0.0,,0.0,,0.0,87
3,u006,u006_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,similarity_only,u006_m049|u006_m004|u006_m041,u006_e013|u006_e001|u006_e011,preference|preference|preference,0.121212|0.0625|0.0625,u006_m005|u006_m001|u006_m013,u006_e002|u006_e001|u006_e004,0.0,0.0,0.0,0.0,,0.0,,0.0,18
3,u006,u006_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_similarity_hybrid,u006_m049|u006_m056|u006_m060,u006_e013|u006_e014|u006_e015,preference|fact|fact,0.482415|0.45|0.45,u006_m005|u006_m001|u006_m013,u006_e002|u006_e001|u006_e004,0.0,0.0,0.0,0.0,,0.0,,0.0,63
3,u006,u006_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,proposed_TMT_decay_event_memory,u006_m005|u006_m006|u006_m009,u006_e002|u006_e002|u006_e003,todo|todo|todo,0.474|0.459298|0.458102,u006_m005|u006_m001|u006_m013,u006_e002|u006_e001|u006_e004,0.3333333333333333,0.5701406500739014,1.0,0.3333333333333333,,0.0,,0.0,50
5,u006,u006_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_only,u006_m056|u006_m060|u006_m064|u006_m072|u006_m071,u006_e014|u006_e015|u006_e016|u006_e018|u006_e018,fact|fact|fact|fact|fact,1.0|1.0|1.0|1.0|0.996672,u006_m005|u006_m001|u006_m013,u006_e002|u006_e001|u006_e004,0.0,0.0,0.0,0.0,,0.0,,0.0,126
5,u006,u006_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,similarity_only,u006_m049|u006_m004|u006_m041|u006_m045|u006_m001,u006_e013|u006_e001|u006_e011|u006_e012|u006_e001,preference|preference|preference|preference|todo,0.121212|0.0625|0.0625|0.034483|0.0,u006_m005|u006_m001|u006_m013,u006_e002|u006_e001|u006_e004,0.3333333333333333,0.14704034066641014,0.0,0.3333333333333333,,0.0,,1.0,39
5,u006,u006_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_similarity_hybrid,u006_m049|u006_m056|u006_m060|u006_m064|u006_m072,u006_e013|u006_e014|u006_e015|u006_e016|u006_e018,preference|fact|fact|fact|fact,0.482415|0.45|0.45|0.45|0.45,u006_m005|u006_m001|u006_m013,u006_e002|u006_e001|u006_e004,0.0,0.0,0.0,0.0,,0.0,,0.0,120
5,u006,u006_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,proposed_TMT_decay_event_memory,u006_m005|u006_m006|u006_m009|u006_m034|u006_m049,u006_e002|u006_e002|u006_e003|u006_e009|u006_e013,todo|todo|todo|todo|preference,0.474|0.459298|0.458102|0.447295|0.441849,u006_m005|u006_m001|u006_m013,u006_e002|u006_e001|u006_e004,0.3333333333333333,0.5701406500739014,1.0,0.3333333333333333,,0.0,,0.0,76
10,u006,u006_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_only,u006_m056|u006_m060|u006_m064|u006_m072|u006_m071|u006_m070|u006_m069|u006_m063|u006_m062|u006_m061,u006_e014|u006_e015|u006_e016|u006_e018|u006_e018|u006_e018|u006_e018|u006_e016|u006_e016|u006_e016,fact|fact|fact|fact|fact|constraint|todo|todo|constraint|fact,1.0|1.0|1.0|1.0|0.996672|0.996257|0.995842|0.948064|0.947669|0.947274,u006_m005|u006_m001|u006_m013,u006_e002|u006_e001|u006_e004,0.0,0.0,0.0,0.0,,0.0,,0.0,202
10,u006,u006_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,similarity_only,u006_m049|u006_m004|u006_m041|u006_m045|u006_m001|u006_m002|u006_m003|u006_m005|u006_m006|u006_m007,u006_e013|u006_e001|u006_e011|u006_e012|u006_e001|u006_e001|u006_e001|u006_e002|u006_e002|u006_e002,preference|preference|preference|preference|todo|todo|fact|todo|todo|preference,0.121212|0.0625|0.0625|0.034483|0.0|0.0|0.0|0.0|0.0|0.0,u006_m005|u006_m001|u006_m013,u006_e002|u006_e001|u006_e004,0.6666666666666666,0.32689969059250873,0.0,0.6666666666666666,,0.0,,1.0,119
10,u006,u006_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_similarity_hybrid,u006_m049|u006_m056|u006_m060|u006_m064|u006_m072|u006_m071|u006_m070|u006_m069|u006_m063|u006_m062,u006_e013|u006_e014|u006_e015|u006_e016|u006_e018|u006_e018|u006_e018|u006_e018|u006_e016|u006_e016,preference|fact|fact|fact|fact|fact|constraint|todo|todo|constraint,0.482415|0.45|0.45|0.45|0.45|0.448502|0.448316|0.448129|0.426629|0.426451,u006_m005|u006_m001|u006_m013,u006_e002|u006_e001|u006_e004,0.0,0.0,0.0,0.0,,0.0,,0.0,193
10,u006,u006_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,proposed_TMT_decay_event_memory,u006_m005|u006_m006|u006_m009|u006_m034|u006_m049|u006_m002|u006_m069|u006_m054|u006_m058|u006_m001,u006_e002|u006_e002|u006_e003|u006_e009|u006_e013|u006_e001|u006_e018|u006_e014|u006_e015|u006_e001,todo|todo|todo|todo|preference|todo|todo|todo|todo|todo,0.474|0.459298|0.458102|0.447295|0.441849|0.436843|0.435448|0.426722|0.423554|0.423273,u006_m005|u006_m001|u006_m013,u006_e002|u006_e001|u006_e004,0.6666666666666666,0.6800123887341547,1.0,0.6666666666666666,,0.0,,0.0,163
1,u006,u006_q005,task,task_status,支付 bug还有什么没完成？,recency_only,u006_m056,u006_e014,fact,1.0,u006_m018|u006_m002|u006_m065,u006_e005|u006_e001|u006_e017,0.0,0.0,0.0,0.0,0.0,,,,29
