top_k,ablation,user_id,query_id,query_mode,query_subtype,query,selected_memory_ids,selected_event_ids,selected_memory_types,selected_memory_scores,gold_memory_ids,gold_event_ids,memory_recall,memory_NDCG,memory_top1_accuracy,todo_recall,non_todo_recall,completed_task_error_rate,todo_intrusion_rate,deadline_ranking_accuracy,memory_token_cost
5,wo_decay,u005,u005_q013,chat,chat_preference,关于深度工作时间，我现在应该遵循哪个偏好？,u005_m049|u005_m041|u005_m057|u005_m004|u005_m059,u005_e013|u005_e011|u005_e015|u005_e001|u005_e015,preference|preference|preference|preference|preference,0.639275|0.562734|0.541636|0.533481|0.521013,u005_m049|u005_m050|u005_m045,u005_e013|u005_e012,0.3333333333333333,0.5562983930884396,1.0,,0.3333333333333333,,0.0,,50
5,wo_compatibility,u005,u005_q013,chat,chat_preference,关于深度工作时间，我现在应该遵循哪个偏好？,u005_m049|u005_m053|u005_m041|u005_m057|u005_m059,u005_e013|u005_e014|u005_e011|u005_e015|u005_e015,preference|constraint|preference|preference|preference,0.350564|0.287014|0.263991|0.2491|0.231353,u005_m049|u005_m050|u005_m045,u005_e013|u005_e012,0.3333333333333333,0.5562983930884396,1.0,,0.3333333333333333,,0.0,,62
5,wo_domain,u005,u005_q013,chat,chat_preference,关于深度工作时间，我现在应该遵循哪个偏好？,u005_m049|u005_m041|u005_m057|u005_m059|u005_m043,u005_e013|u005_e011|u005_e015|u005_e015|u005_e011,preference|preference|preference|preference|preference,0.570564|0.497324|0.495767|0.47802|0.455236,u005_m049|u005_m050|u005_m045,u005_e013|u005_e012,0.3333333333333333,0.5562983930884396,1.0,,0.3333333333333333,,0.0,,63
5,wo_penalty,u005,u005_q013,chat,chat_preference,关于深度工作时间，我现在应该遵循哪个偏好？,u005_m049|u005_m041|u005_m057|u005_m059|u005_m055,u005_e013|u005_e011|u005_e015|u005_e015|u005_e014,preference|preference|preference|preference|preference,0.650564|0.563991|0.5491|0.531353|0.512681,u005_m049|u005_m050|u005_m045,u005_e013|u005_e012,0.3333333333333333,0.5562983930884396,1.0,,0.3333333333333333,,0.0,,60
10,full_qca,u005,u005_q013,chat,chat_preference,关于深度工作时间，我现在应该遵循哪个偏好？,u005_m049|u005_m041|u005_m057|u005_m059|u005_m055|u005_m043|u005_m073|u005_m004|u005_m044|u005_m007,u005_e013|u005_e011|u005_e015|u005_e015|u005_e014|u005_e011|u005_e019|u005_e001|u005_e011|u005_e002,preference|preference|preference|preference|preference|preference|preference|preference|habit|preference,0.650564|0.563991|0.5491|0.531353|0.512681|0.508569|0.472175|0.464889|0.441381|0.42868,u005_m049|u005_m050|u005_m045,u005_e013|u005_e012,0.3333333333333333,0.5562983930884396,1.0,,0.3333333333333333,,0.0,,128
10,wo_tmt,u005,u005_q013,chat,chat_preference,关于深度工作时间，我现在应该遵循哪个偏好？,u005_m049|u005_m041|u005_m057|u005_m059|u005_m055|u005_m043|u005_m073|u005_m004|u005_m044|u005_m007,u005_e013|u005_e011|u005_e015|u005_e015|u005_e014|u005_e011|u005_e019|u005_e001|u005_e011|u005_e002,preference|preference|preference|preference|preference|preference|preference|preference|habit|preference,0.650564|0.563991|0.5491|0.531353|0.512681|0.508569|0.472175|0.464889|0.441381|0.42868,u005_m049|u005_m050|u005_m045,u005_e013|u005_e012,0.3333333333333333,0.5562983930884396,1.0,,0.3333333333333333,,0.0,,128
10,wo_decay,u005,u005_q013,chat,chat_preference,关于深度工作时间，我现在应该遵循哪个偏好？,u005_m049|u005_m041|u005_m057|u005_m004|u005_m059|u005_m073|u005_m043|u005_m055|u005_m007|u005_m074,u005_e013|u005_e011|u005_e015|u005_e001|u005_e015|u005_e019|u005_e011|u005_e014|u005_e002|u005_e019,preference|preference|preference|preference|preference|preference|preference|preference|preference|habit,0.639275|0.562734|0.541636|0.533481|0.521013|0.516907|0.505973|0.505467|0.478351|0.452467,u005_m049|u005_m050|u005_m045,u005_e013|u005_e012,0.3333333333333333,0.5562983930884396,1.0,,0.3333333333333333,,0.0,,130
10,wo_compatibility,u005,u005_q013,chat,chat_preference,关于深度工作时间，我现在应该遵循哪个偏好？,u005_m049|u005_m053|u005_m041|u005_m057|u005_m059|u005_m042|u005_m055|u005_m043|u005_m051|u005_m070,u005_e013|u005_e014|u005_e011|u005_e015|u005_e015|u005_e011|u005_e014|u005_e011|u005_e013|u005_e018,preference|constraint|preference|preference|preference|profile|preference|preference|fact|constraint,0.350564|0.287014|0.263991|0.2491|0.231353|0.223592|0.212681|0.208569|0.206868|0.189127,u005_m049|u005_m050|u005_m045,u005_e013|u005_e012,0.3333333333333333,0.5562983930884396,1.0,,0.3333333333333333,,0.0,,143
10,wo_domain,u005,u005_q013,chat,chat_preference,关于深度工作时间，我现在应该遵循哪个偏好？,u005_m049|u005_m041|u005_m057|u005_m059|u005_m043|u005_m055|u005_m004|u005_m073|u005_m007|u005_m044,u005_e013|u005_e011|u005_e015|u005_e015|u005_e011|u005_e014|u005_e001|u005_e019|u005_e002|u005_e011,preference|preference|preference|preference|preference|preference|preference|preference|preference|habit,0.570564|0.497324|0.495767|0.47802|0.455236|0.446014|0.411556|0.405508|0.402013|0.388048,u005_m049|u005_m050|u005_m045,u005_e013|u005_e012,0.3333333333333333,0.5562983930884396,1.0,,0.3333333333333333,,0.0,,128
10,wo_penalty,u005,u005_q013,chat,chat_preference,关于深度工作时间，我现在应该遵循哪个偏好？,u005_m049|u005_m041|u005_m057|u005_m059|u005_m055|u005_m043|u005_m045|u005_m073|u005_m004|u005_m044,u005_e013|u005_e011|u005_e015|u005_e015|u005_e014|u005_e011|u005_e012|u005_e019|u005_e001|u005_e011,preference|preference|preference|preference|preference|preference|preference|preference|preference|habit,0.650564|0.563991|0.5491|0.531353|0.512681|0.508569|0.48686|0.472175|0.464889|0.441381,u005_m049|u005_m050|u005_m045,u005_e013|u005_e012,0.6666666666666666,0.6181093256538219,1.0,,0.6666666666666666,,0.0,,120
5,full_qca,u005,u005_q014,chat,chat_profile,我的背景和主要任务场景是什么？,u005_m042|u005_m031|u005_m061|u005_m019|u005_m051,u005_e011|u005_e008|u005_e016|u005_e005|u005_e013,profile|fact|fact|fact|fact,0.518577|0.373863|0.365679|0.363734|0.363029,u005_m042|u005_m003,u005_e011|u005_e001,0.5,0.7039180890341347,1.0,,0.5,,0.0,,69
5,wo_tmt,u005,u005_q014,chat,chat_profile,我的背景和主要任务场景是什么？,u005_m042|u005_m031|u005_m061|u005_m019|u005_m051,u005_e011|u005_e008|u005_e016|u005_e005|u005_e013,profile|fact|fact|fact|fact,0.518577|0.373863|0.365679|0.363734|0.363029,u005_m042|u005_m003,u005_e011|u005_e001,0.5,0.7039180890341347,1.0,,0.5,,0.0,,69
5,wo_decay,u005,u005_q014,chat,chat_profile,我的背景和主要任务场景是什么？,u005_m042|u005_m061|u005_m019|u005_m031|u005_m003,u005_e011|u005_e016|u005_e005|u005_e008|u005_e001,profile|fact|fact|fact|fact,0.51784|0.409627|0.40496|0.38288|0.371813,u005_m042|u005_m003,u005_e011|u005_e001,1.0,0.8854598815714874,1.0,,1.0,,0.0,,71
5,wo_compatibility,u005,u005_q014,chat,chat_profile,我的背景和主要任务场景是什么？,u005_m041|u005_m049|u005_m057|u005_m059|u005_m053,u005_e011|u005_e013|u005_e015|u005_e015|u005_e014,preference|preference|preference|preference|constraint,0.25072|0.227821|0.225651|0.218719|0.21813,u005_m042|u005_m003,u005_e011|u005_e001,0.0,0.0,0.0,,0.0,,0.0,,62
5,wo_domain,u005,u005_q014,chat,chat_profile,我的背景和主要任务场景是什么？,u005_m042|u005_m051|u005_m031|u005_m049|u005_m019,u005_e011|u005_e013|u005_e008|u005_e013|u005_e005,profile|fact|fact|preference|fact,0.478577|0.363029|0.333863|0.326488|0.323734,u005_m042|u005_m003,u005_e011|u005_e001,0.5,0.7039180890341347,1.0,,0.5,,0.0,,60
5,wo_penalty,u005,u005_q014,chat,chat_profile,我的背景和主要任务场景是什么？,u005_m042|u005_m031|u005_m061|u005_m019|u005_m051,u005_e011|u005_e008|u005_e016|u005_e005|u005_e013,profile|fact|fact|fact|fact,0.518577|0.373863|0.365679|0.363734|0.363029,u005_m042|u005_m003,u005_e011|u005_e001,0.5,0.7039180890341347,1.0,,0.5,,0.0,,69
10,full_qca,u005,u005_q014,chat,chat_profile,我的背景和主要任务场景是什么？,u005_m042|u005_m031|u005_m061|u005_m019|u005_m051|u005_m041|u005_m064|u005_m044|u005_m049|u005_m060,u005_e011|u005_e008|u005_e016|u005_e005|u005_e013|u005_e011|u005_e016|u005_e011|u005_e013|u005_e015,profile|fact|fact|fact|fact|preference|fact|habit|preference|fact,0.518577|0.373863|0.365679|0.363734|0.363029|0.36272|0.351927|0.339915|0.339821|0.338593,u005_m042|u005_m003,u005_e011|u005_e001,0.5,0.7039180890341347,1.0,,0.5,,0.0,,153
10,wo_tmt,u005,u005_q014,chat,chat_profile,我的背景和主要任务场景是什么？,u005_m042|u005_m031|u005_m061|u005_m019|u005_m051|u005_m041|u005_m064|u005_m044|u005_m049|u005_m060,u005_e011|u005_e008|u005_e016|u005_e005|u005_e013|u005_e011|u005_e016|u005_e011|u005_e013|u005_e015,profile|fact|fact|fact|fact|preference|fact|habit|preference|fact,0.518577|0.373863|0.365679|0.363734|0.363029|0.36272|0.351927|0.339915|0.339821|0.338593,u005_m042|u005_m003,u005_e011|u005_e001,0.5,0.7039180890341347,1.0,,0.5,,0.0,,153
10,wo_decay,u005,u005_q014,chat,chat_profile,我的背景和主要任务场景是什么？,u005_m042|u005_m061|u005_m019|u005_m031|u005_m003|u005_m008|u005_m041|u005_m051|u005_m015|u005_m064,u005_e011|u005_e016|u005_e005|u005_e008|u005_e001|u005_e002|u005_e011|u005_e013|u005_e004|u005_e016,profile|fact|fact|fact|fact|fact|preference|fact|fact|fact,0.51784|0.409627|0.40496|0.38288|0.371813|0.365413|0.361589|0.35368|0.34648|0.344907,u005_m042|u005_m003,u005_e011|u005_e001,1.0,0.8854598815714874,1.0,,1.0,,0.0,,143
10,wo_compatibility,u005,u005_q014,chat,chat_profile,我的背景和主要任务场景是什么？,u005_m041|u005_m049|u005_m057|u005_m059|u005_m053|u005_m042|u005_m033|u005_m050|u005_m043|u005_m035,u005_e011|u005_e013|u005_e015|u005_e015|u005_e014|u005_e011|u005_e009|u005_e013|u005_e011|u005_e009,preference|preference|preference|preference|constraint|profile|dependency|status_update|preference|constraint,0.25072|0.227821|0.225651|0.218719|0.21813|0.198577|0.194561|0.185289|0.184576|0.182424,u005_m042|u005_m003,u005_e011|u005_e001,0.5,0.2507406824493034,0.0,,0.5,,0.0,,145
10,wo_domain,u005,u005_q014,chat,chat_profile,我的背景和主要任务场景是什么？,u005_m042|u005_m051|u005_m031|u005_m049|u005_m019|u005_m071|u005_m041|u005_m047|u005_m044|u005_m003,u005_e011|u005_e013|u005_e008|u005_e013|u005_e005|u005_e018|u005_e011|u005_e012|u005_e011|u005_e001,profile|fact|fact|preference|fact|fact|preference|fact|habit|fact,0.478577|0.363029|0.333863|0.326488|0.323734|0.322995|0.309387|0.301457|0.299915|0.299164,u005_m042|u005_m003,u005_e011|u005_e001,1.0,0.8395700624665824,1.0,,1.0,,0.0,,120
10,wo_penalty,u005,u005_q014,chat,chat_profile,我的背景和主要任务场景是什么？,u005_m042|u005_m031|u005_m061|u005_m019|u005_m051|u005_m041|u005_m064|u005_m044|u005_m049|u005_m060,u005_e011|u005_e008|u005_e016|u005_e005|u005_e013|u005_e011|u005_e016|u005_e011|u005_e013|u005_e015,profile|fact|fact|fact|fact|preference|fact|habit|preference|fact,0.518577|0.373863|0.365679|0.363734|0.363029|0.36272|0.351927|0.339915|0.339821|0.338593,u005_m042|u005_m003,u005_e011|u005_e001,0.5,0.7039180890341347,1.0,,0.5,,0.0,,153
5,full_qca,u005,u005_q015,chat,chat_history,之前我提过哪些和提醒方式有关的要求？,u005_m057|u005_m059|u005_m041|u005_m049|u005_m060,u005_e015|u005_e015|u005_e011|u005_e013|u005_e015,preference|preference|preference|preference|fact,0.405838|0.399419|0.363898|0.353678|0.337947,u005_m043|u005_m059|u005_m057,u005_e011|u005_e015,0.6666666666666666,0.6606021509485402,1.0,,0.6666666666666666,,0.0,,72
5,wo_tmt,u005,u005_q015,chat,chat_history,之前我提过哪些和提醒方式有关的要求？,u005_m057|u005_m059|u005_m041|u005_m049|u005_m060,u005_e015|u005_e015|u005_e011|u005_e013|u005_e015,preference|preference|preference|preference|fact,0.405838|0.399419|0.363898|0.353678|0.337947,u005_m043|u005_m059|u005_m057,u005_e011|u005_e015,0.6666666666666666,0.6606021509485402,1.0,,0.6666666666666666,,0.0,,72
5,wo_decay,u005,u005_q015,chat,chat_history,之前我提过哪些和提醒方式有关的要求？,u005_m057|u005_m059|u005_m004|u005_m041|u005_m049,u005_e015|u005_e015|u005_e001|u005_e011|u005_e013,preference|preference|preference|preference|preference,0.399867|0.391147|0.372706|0.362893|0.344646,u005_m043|u005_m059|u005_m057,u005_e011|u005_e015,0.6666666666666666,0.6606021509485402,1.0,,0.6666666666666666,,0.0,,50
5,wo_compatibility,u005,u005_q015,chat,chat_history,之前我提过哪些和提醒方式有关的要求？,u005_m057|u005_m059|u005_m041|u005_m033|u005_m049,u005_e015|u005_e015|u005_e011|u005_e009|u005_e013,preference|preference|preference|dependency|preference,0.275838|0.269419|0.233898|0.226048|0.223678,u005_m043|u005_m059|u005_m057,u005_e011|u005_e015,0.6666666666666666,0.6606021509485402,1.0,,0.6666666666666666,,0.0,,62
5,wo_domain,u005,u005_q015,chat,chat_history,之前我提过哪些和提醒方式有关的要求？,u005_m049|u005_m041|u005_m051|u005_m057|u005_m059,u005_e013|u005_e011|u005_e013|u005_e015|u005_e015,preference|preference|fact|preference|preference,0.330344|0.317231|0.29319|0.289171|0.282752,u005_m043|u005_m059|u005_m057,u005_e011|u005_e015,0.6666666666666666,0.3431162134593794,0.0,,0.6666666666666666,,0.0,,56
5,wo_penalty,u005,u005_q015,chat,chat_history,之前我提过哪些和提醒方式有关的要求？,u005_m057|u005_m059|u005_m041|u005_m049|u005_m060,u005_e015|u005_e015|u005_e011|u005_e013|u005_e015,preference|preference|preference|preference|fact,0.405838|0.399419|0.363898|0.353678|0.337947,u005_m043|u005_m059|u005_m057,u005_e011|u005_e015,0.6666666666666666,0.6606021509485402,1.0,,0.6666666666666666,,0.0,,72
10,full_qca,u005,u005_q015,chat,chat_history,之前我提过哪些和提醒方式有关的要求？,u005_m057|u005_m059|u005_m041|u005_m049|u005_m060|u005_m004|u005_m045|u005_m061|u005_m071|u005_m051,u005_e015|u005_e015|u005_e011|u005_e013|u005_e015|u005_e001|u005_e012|u005_e016|u005_e018|u005_e013,preference|preference|preference|preference|fact|preference|preference|fact|fact|fact,0.405838|0.399419|0.363898|0.353678|0.337947|0.317833|0.308428|0.304295|0.302857|0.29319,u005_m043|u005_m059|u005_m057,u005_e011|u005_e015,0.6666666666666666,0.6606021509485402,1.0,,0.6666666666666666,,0.0,,121
10,wo_tmt,u005,u005_q015,chat,chat_history,之前我提过哪些和提醒方式有关的要求？,u005_m057|u005_m059|u005_m041|u005_m049|u005_m060|u005_m058|u005_m004|u005_m034|u005_m001|u005_m045,u005_e015|u005_e015|u005_e011|u005_e013|u005_e015|u005_e015|u005_e001|u005_e009|u005_e001|u005_e012,preference|preference|preference|preference|fact|todo|preference|todo|todo|preference,0.405838|0.399419|0.363898|0.353678|0.337947|0.330267|0.317833|0.31544|0.310027|0.308428,u005_m043|u005_m059|u005_m057,u005_e011|u005_e015,0.6666666666666666,0.6606021509485402,1.0,,0.6666666666666666,,0.3,,132
10,wo_decay,u005,u005_q015,chat,chat_history,之前我提过哪些和提醒方式有关的要求？,u005_m057|u005_m059|u005_m004|u005_m041|u005_m049|u005_m061|u005_m003|u005_m060|u005_m019|u005_m071,u005_e015|u005_e015|u005_e001|u005_e011|u005_e013|u005_e016|u005_e001|u005_e015|u005_e005|u005_e018,preference|preference|preference|preference|preference|fact|fact|fact|fact|fact,0.399867|0.391147|0.372706|0.362893|0.344646|0.34336|0.336147|0.331707|0.318693|0.309227,u005_m043|u005_m059|u005_m057,u005_e011|u005_e015,0.6666666666666666,0.6606021509485402,1.0,,0.6666666666666666,,0.0,,135
10,wo_compatibility,u005,u005_q015,chat,chat_history,之前我提过哪些和提醒方式有关的要求？,u005_m057|u005_m059|u005_m041|u005_m033|u005_m049|u005_m058|u005_m034|u005_m035|u005_m053|u005_m002,u005_e015|u005_e015|u005_e011|u005_e009|u005_e013|u005_e015|u005_e009|u005_e009|u005_e014|u005_e001,preference|preference|preference|dependency|preference|todo|todo|constraint|constraint|todo,0.275838|0.269419|0.233898|0.226048|0.223678|0.217346|0.216185|0.214766|0.212579|0.201721,u005_m043|u005_m059|u005_m057,u005_e011|u005_e015,0.6666666666666666,0.6606021509485402,1.0,,0.6666666666666666,,0.3,,143
10,wo_domain,u005,u005_q015,chat,chat_history,之前我提过哪些和提醒方式有关的要求？,u005_m049|u005_m041|u005_m051|u005_m057|u005_m059|u005_m050|u005_m031|u005_m043|u005_m045|u005_m019,u005_e013|u005_e011|u005_e013|u005_e015|u005_e015|u005_e013|u005_e008|u005_e011|u005_e012|u005_e005,preference|preference|fact|preference|preference|status_update|fact|preference|preference|fact,0.330344|0.317231|0.29319|0.289171|0.282752|0.281155|0.267064|0.263917|0.261762|0.258714,u005_m043|u005_m059|u005_m057,u005_e011|u005_e015,1.0,0.5037183644079196,0.0,,1.0,,0.0,,129
10,wo_penalty,u005,u005_q015,chat,chat_history,之前我提过哪些和提醒方式有关的要求？,u005_m057|u005_m059|u005_m041|u005_m049|u005_m060|u005_m004|u005_m045|u005_m061|u005_m071|u005_m051,u005_e015|u005_e015|u005_e011|u005_e013|u005_e015|u005_e001|u005_e012|u005_e016|u005_e018|u005_e013,preference|preference|preference|preference|fact|preference|preference|fact|fact|fact,0.405838|0.399419|0.363898|0.353678|0.337947|0.317833|0.308428|0.304295|0.302857|0.29319,u005_m043|u005_m059|u005_m057,u005_e011|u005_e015,0.6666666666666666,0.6606021509485402,1.0,,0.6666666666666666,,0.0,,121
5,full_qca,u005,u005_q016,chat,mixed,帮我安排今天上午，结合任务优先级和个人偏好。,u005_m053|u005_m057|u005_m059|u005_m049|u005_m054,u005_e014|u005_e015|u005_e015|u005_e013|u005_e014,constraint|preference|preference|preference|todo,0.603|0.557726|0.539922|0.537531|0.514262,u005_m053|u005_m054|u005_m049|u005_m002,u005_e014|u005_e013|u005_e001,0.75,0.7516516512435919,1.0,0.5,1.0,,,,78
5,wo_tmt,u005,u005_q016,chat,mixed,帮我安排今天上午，结合任务优先级和个人偏好。,u005_m053|u005_m058|u005_m054|u005_m057|u005_m001,u005_e014|u005_e015|u005_e014|u005_e015|u005_e001,constraint|todo|todo|preference|todo,0.603|0.570975|0.56624|0.557726|0.54336,u005_m053|u005_m054|u005_m049|u005_m002,u005_e014|u005_e013|u005_e001,0.5,0.6203352189989871,1.0,0.5,0.5,,,,89
5,wo_decay,u005,u005_q016,chat,mixed,帮我安排今天上午，结合任务优先级和个人偏好。,u005_m053|u005_m057|u005_m059|u005_m049|u005_m054,u005_e014|u005_e015|u005_e015|u005_e013|u005_e014,constraint|preference|preference|preference|todo,0.59584|0.548024|0.52648|0.522855|0.514262,u005_m053|u005_m054|u005_m049|u005_m002,u005_e014|u005_e013|u005_e001,0.75,0.7516516512435919,1.0,0.5,1.0,,,,78
5,wo_compatibility,u005,u005_q016,chat,mixed,帮我安排今天上午，结合任务优先级和个人偏好。,u005_m053|u005_m057|u005_m059|u005_m049|u005_m054,u005_e014|u005_e015|u005_e015|u005_e013|u005_e014,constraint|preference|preference|preference|todo,0.387|0.353726|0.335922|0.333531|0.322262,u005_m053|u005_m054|u005_m049|u005_m002,u005_e014|u005_e013|u005_e001,0.75,0.7516516512435919,1.0,0.5,1.0,,,,78
5,wo_domain,u005,u005_q016,chat,mixed,帮我安排今天上午，结合任务优先级和个人偏好。,u005_m053|u005_m049|u005_m041|u005_m057|u005_m037,u005_e014|u005_e013|u005_e011|u005_e015|u005_e010,constraint|preference|preference|preference|dependency,0.483|0.477531|0.438846|0.437726|0.425096,u005_m053|u005_m054|u005_m049|u005_m002,u005_e014|u005_e013|u005_e001,0.5,0.6744821105691429,1.0,0.0,1.0,,,,61
5,wo_penalty,u005,u005_q016,chat,mixed,帮我安排今天上午，结合任务优先级和个人偏好。,u005_m053|u005_m057|u005_m059|u005_m049|u005_m054,u005_e014|u005_e015|u005_e015|u005_e013|u005_e014,constraint|preference|preference|preference|todo,0.603|0.557726|0.539922|0.537531|0.514262,u005_m053|u005_m054|u005_m049|u005_m002,u005_e014|u005_e013|u005_e001,0.75,0.7516516512435919,1.0,0.5,1.0,,,,78
10,full_qca,u005,u005_q016,chat,mixed,帮我安排今天上午，结合任务优先级和个人偏好。,u005_m053|u005_m057|u005_m059|u005_m049|u005_m054|u005_m058|u005_m055|u005_m041|u005_m002|u005_m001,u005_e014|u005_e015|u005_e015|u005_e013|u005_e014|u005_e015|u005_e014|u005_e011|u005_e001|u005_e001,constraint|preference|preference|preference|todo|todo|preference|preference|todo|todo,0.603|0.557726|0.539922|0.537531|0.514262|0.501229|0.500978|0.498846|0.483763|0.469133,u005_m053|u005_m054|u005_m049|u005_m002,u005_e014|u005_e013|u005_e001,1.0,0.8346469882593608,1.0,1.0,1.0,,,,148
10,wo_tmt,u005,u005_q016,chat,mixed,帮我安排今天上午，结合任务优先级和个人偏好。,u005_m053|u005_m058|u005_m054|u005_m057|u005_m001|u005_m059|u005_m049|u005_m002|u005_m055|u005_m041,u005_e014|u005_e015|u005_e014|u005_e015|u005_e001|u005_e015|u005_e013|u005_e001|u005_e014|u005_e011,constraint|todo|todo|preference|todo|preference|preference|todo|preference|preference,0.603|0.570975|0.56624|0.557726|0.54336|0.539922|0.537531|0.53392|0.500978|0.498846,u005_m053|u005_m054|u005_m049|u005_m002,u005_e014|u005_e013|u005_e001,1.0,0.8451625891887015,1.0,1.0,1.0,,,,148
10,wo_decay,u005,u005_q016,chat,mixed,帮我安排今天上午，结合任务优先级和个人偏好。,u005_m053|u005_m057|u005_m059|u005_m049|u005_m054|u005_m058|u005_m004|u005_m041|u005_m055|u005_m002,u005_e014|u005_e015|u005_e015|u005_e013|u005_e014|u005_e015|u005_e001|u005_e011|u005_e014|u005_e001,constraint|preference|preference|preference|todo|todo|preference|preference|preference|todo,0.59584|0.548024|0.52648|0.522855|0.514262|0.501229|0.497692|0.497212|0.4916|0.483763,u005_m053|u005_m054|u005_m049|u005_m002,u005_e014|u005_e013|u005_e001,1.0,0.831348136727508,1.0,1.0,1.0,,,,137
10,wo_compatibility,u005,u005_q016,chat,mixed,帮我安排今天上午，结合任务优先级和个人偏好。,u005_m053|u005_m057|u005_m059|u005_m049|u005_m054|u005_m055|u005_m041|u005_m042|u005_m002|u005_m050,u005_e014|u005_e015|u005_e015|u005_e013|u005_e014|u005_e014|u005_e011|u005_e011|u005_e001|u005_e013,constraint|preference|preference|preference|todo|preference|preference|profile|todo|status_update,0.387|0.353726|0.335922|0.333531|0.322262|0.296978|0.294846|0.293199|0.291763|0.281827,u005_m053|u005_m054|u005_m049|u005_m002,u005_e014|u005_e013|u005_e001,1.0,0.8346469882593608,1.0,1.0,1.0,,,,149
10,wo_domain,u005,u005_q016,chat,mixed,帮我安排今天上午，结合任务优先级和个人偏好。,u005_m053|u005_m049|u005_m041|u005_m057|u005_m037|u005_m059|u005_m050|u005_m002|u005_m033|u005_m054,u005_e014|u005_e013|u005_e011|u005_e015|u005_e010|u005_e015|u005_e013|u005_e001|u005_e009|u005_e014,constraint|preference|preference|preference|dependency|preference|status_update|todo|dependency|todo,0.483|0.477531|0.438846|0.437726|0.425096|0.419922|0.409827|0.403763|0.395279|0.394262,u005_m053|u005_m054|u005_m049|u005_m002,u005_e014|u005_e013|u005_e001,1.0,0.8810019380960674,1.0,1.0,1.0,,,,152
10,wo_penalty,u005,u005_q016,chat,mixed,帮我安排今天上午，结合任务优先级和个人偏好。,u005_m053|u005_m057|u005_m059|u005_m049|u005_m054|u005_m058|u005_m055|u005_m041|u005_m002|u005_m001,u005_e014|u005_e015|u005_e015|u005_e013|u005_e014|u005_e015|u005_e014|u005_e011|u005_e001|u005_e001,constraint|preference|preference|preference|todo|todo|preference|preference|todo|todo,0.603|0.557726|0.539922|0.537531|0.514262|0.501229|0.500978|0.498846|0.483763|0.469133,u005_m053|u005_m054|u005_m049|u005_m002,u005_e014|u005_e013|u005_e001,1.0,0.8346469882593608,1.0,1.0,1.0,,,,148
5,full_qca,u005,u005_q017,chat,mixed,帮我写一个关于供应商合同的提醒，要体现依赖关系。,u005_m057|u005_m037|u005_m049|u005_m039|u005_m041,u005_e015|u005_e010|u005_e013|u005_e010|u005_e011,preference|dependency|preference|constraint|preference,0.59729|0.58899|0.55396|0.548422|0.543586,u005_m057|u005_m037|u005_m058,u005_e015|u005_e010,0.6666666666666666,0.8303010754742701,1.0,0.0,1.0,,,,56
5,wo_tmt,u005,u005_q017,chat,mixed,帮我写一个关于供应商合同的提醒，要体现依赖关系。,u005_m058|u005_m057|u005_m037|u005_m005|u005_m049,u005_e015|u005_e015|u005_e010|u005_e002|u005_e013,todo|preference|dependency|todo|preference,0.613324|0.59729|0.58899|0.564015|0.55396,u005_m057|u005_m037|u005_m058,u005_e015|u005_e010,1.0,0.9151505377371351,1.0,1.0,1.0,,,,66
5,wo_decay,u005,u005_q017,chat,mixed,帮我写一个关于供应商合同的提醒，要体现依赖关系。,u005_m037|u005_m057|u005_m039|u005_m007|u005_m058,u005_e010|u005_e015|u005_e010|u005_e002|u005_e015,dependency|preference|constraint|preference|todo,0.598131|0.587587|0.556204|0.547716|0.543579,u005_m057|u005_m037|u005_m058,u005_e015|u005_e010,1.0,0.9615980861491925,1.0,1.0,1.0,,,,71
5,wo_compatibility,u005,u005_q017,chat,mixed,帮我写一个关于供应商合同的提醒，要体现依赖关系。,u005_m057|u005_m037|u005_m049|u005_m041|u005_m059,u005_e015|u005_e010|u005_e013|u005_e011|u005_e015,preference|dependency|preference|preference|preference,0.39329|0.36099|0.34996|0.339586|0.335922,u005_m057|u005_m037|u005_m058,u005_e015|u005_e010,0.6666666666666666,0.8303010754742701,1.0,0.0,1.0,,,,57
5,wo_domain,u005,u005_q017,chat,mixed,帮我写一个关于供应商合同的提醒，要体现依赖关系。,u005_m049|u005_m053|u005_m057|u005_m037|u005_m041,u005_e013|u005_e014|u005_e015|u005_e010|u005_e011,preference|constraint|preference|dependency|preference,0.49396|0.483|0.47729|0.46899|0.463586,u005_m057|u005_m037|u005_m058,u005_e015|u005_e010,0.6666666666666666,0.47380443295908853,0.0,0.0,1.0,,,,61
5,wo_penalty,u005,u005_q017,chat,mixed,帮我写一个关于供应商合同的提醒，要体现依赖关系。,u005_m057|u005_m037|u005_m049|u005_m039|u005_m041,u005_e015|u005_e010|u005_e013|u005_e010|u005_e011,preference|dependency|preference|constraint|preference,0.59729|0.58899|0.55396|0.548422|0.543586,u005_m057|u005_m037|u005_m058,u005_e015|u005_e010,0.6666666666666666,0.8303010754742701,1.0,0.0,1.0,,,,56
