top_k,ablation,user_id,query_id,query_mode,query_subtype,hard_case_tag,query,selected_memory_ids,selected_event_ids,selected_memory_types,selected_memory_scores,gold_memory_ids,gold_event_ids,memory_recall,memory_NDCG,memory_top1_accuracy,todo_recall,non_todo_recall,completed_task_error_rate,todo_intrusion_rate,deadline_ranking_accuracy,memory_token_cost
5,full_qca,u006,u006_q015,chat,chat_history,,之前我提过哪些和提醒方式有关的要求？,u006_m060|u006_m057|u006_m059|u006_m064|u006_m061,u006_e015|u006_e015|u006_e015|u006_e016|u006_e016,fact|preference|preference|fact|fact,0.449867|0.446496|0.444242|0.4032|0.401931,u006_m043|u006_m059|u006_m057,u006_e011|u006_e015,0.6666666666666666,0.46868458805331514,0.0,,0.6666666666666666,,0.0,,108
5,wo_tmt,u006,u006_q015,chat,chat_history,,之前我提过哪些和提醒方式有关的要求？,u006_m060|u006_m057|u006_m059|u006_m064|u006_m061,u006_e015|u006_e015|u006_e015|u006_e016|u006_e016,fact|preference|preference|fact|fact,0.449867|0.446496|0.444242|0.4032|0.401931,u006_m043|u006_m059|u006_m057,u006_e011|u006_e015,0.6666666666666666,0.46868458805331514,0.0,,0.6666666666666666,,0.0,,108
5,wo_decay,u006,u006_q015,chat,chat_history,,之前我提过哪些和提醒方式有关的要求？,u006_m057|u006_m059|u006_m004|u006_m041|u006_m061,u006_e015|u006_e015|u006_e001|u006_e011|u006_e016,preference|preference|preference|preference|fact,0.399467|0.390667|0.360325|0.350592|0.3448,u006_m043|u006_m059|u006_m057,u006_e011|u006_e015,0.6666666666666666,0.6606021509485402,1.0,,0.6666666666666666,,0.0,,62
5,wo_compatibility,u006,u006_q015,chat,chat_history,,之前我提过哪些和提醒方式有关的要求？,u006_m057|u006_m059|u006_m060|u006_m058|u006_m064,u006_e015|u006_e015|u006_e015|u006_e015|u006_e016,preference|preference|fact|todo|fact,0.316496|0.314242|0.299867|0.254107|0.2532,u006_m043|u006_m059|u006_m057,u006_e011|u006_e015,0.6666666666666666,0.6606021509485402,1.0,,0.6666666666666666,,0.2,,110
5,wo_domain,u006,u006_q015,chat,chat_history,,之前我提过哪些和提醒方式有关的要求？,u006_m071|u006_m051|u006_m049|u006_m056|u006_m060,u006_e018|u006_e013|u006_e013|u006_e014|u006_e015,fact|fact|preference|fact|fact,0.345361|0.343645|0.3387|0.3332|0.3332,u006_m043|u006_m059|u006_m057,u006_e011|u006_e015,0.0,0.0,0.0,,0.0,,0.0,,87
5,wo_penalty,u006,u006_q015,chat,chat_history,,之前我提过哪些和提醒方式有关的要求？,u006_m060|u006_m057|u006_m059|u006_m064|u006_m061,u006_e015|u006_e015|u006_e015|u006_e016|u006_e016,fact|preference|preference|fact|fact,0.449867|0.446496|0.444242|0.4032|0.401931,u006_m043|u006_m059|u006_m057,u006_e011|u006_e015,0.6666666666666666,0.46868458805331514,0.0,,0.6666666666666666,,0.0,,108
10,full_qca,u006,u006_q015,chat,chat_history,,之前我提过哪些和提醒方式有关的要求？,u006_m060|u006_m057|u006_m059|u006_m064|u006_m061|u006_m071|u006_m072|u006_m041|u006_m045|u006_m056,u006_e015|u006_e015|u006_e015|u006_e016|u006_e016|u006_e018|u006_e018|u006_e011|u006_e012|u006_e014,fact|preference|preference|fact|fact|fact|fact|preference|preference|fact,0.449867|0.446496|0.444242|0.4032|0.401931|0.392028|0.379867|0.361507|0.35927|0.356533,u006_m043|u006_m059|u006_m057,u006_e011|u006_e015,0.6666666666666666,0.46868458805331514,0.0,,0.6666666666666666,,0.0,,185
10,wo_tmt,u006,u006_q015,chat,chat_history,,之前我提过哪些和提醒方式有关的要求？,u006_m060|u006_m057|u006_m059|u006_m064|u006_m061|u006_m071|u006_m072|u006_m041|u006_m045|u006_m056,u006_e015|u006_e015|u006_e015|u006_e016|u006_e016|u006_e018|u006_e018|u006_e011|u006_e012|u006_e014,fact|preference|preference|fact|fact|fact|fact|preference|preference|fact,0.449867|0.446496|0.444242|0.4032|0.401931|0.392028|0.379867|0.361507|0.35927|0.356533,u006_m043|u006_m059|u006_m057,u006_e011|u006_e015,0.6666666666666666,0.46868458805331514,0.0,,0.6666666666666666,,0.0,,185
10,wo_decay,u006,u006_q015,chat,chat_history,,之前我提过哪些和提醒方式有关的要求？,u006_m057|u006_m059|u006_m004|u006_m041|u006_m061|u006_m003|u006_m060|u006_m058|u006_m019|u006_m034,u006_e015|u006_e015|u006_e001|u006_e011|u006_e016|u006_e001|u006_e015|u006_e015|u006_e005|u006_e009,preference|preference|preference|preference|fact|fact|fact|todo|fact|todo,0.399467|0.390667|0.360325|0.350592|0.3448|0.335467|0.331467|0.324107|0.318133|0.314053,u006_m043|u006_m059|u006_m057,u006_e011|u006_e015,0.6666666666666666,0.6606021509485402,1.0,,0.6666666666666666,,0.2,,157
10,wo_compatibility,u006,u006_q015,chat,chat_history,,之前我提过哪些和提醒方式有关的要求？,u006_m057|u006_m059|u006_m060|u006_m058|u006_m064|u006_m070|u006_m061|u006_m062|u006_m034|u006_m071,u006_e015|u006_e015|u006_e015|u006_e015|u006_e016|u006_e018|u006_e016|u006_e016|u006_e009|u006_e018,preference|preference|fact|todo|fact|constraint|fact|constraint|todo|fact,0.316496|0.314242|0.299867|0.254107|0.2532|0.251948|0.251931|0.250806|0.244053|0.242028,u006_m043|u006_m059|u006_m057,u006_e011|u006_e015,0.6666666666666666,0.6606021509485402,1.0,,0.6666666666666666,,0.2,,193
10,wo_domain,u006,u006_q015,chat,chat_history,,之前我提过哪些和提醒方式有关的要求？,u006_m071|u006_m051|u006_m049|u006_m056|u006_m060|u006_m064|u006_m072|u006_m061|u006_m057|u006_m059,u006_e018|u006_e013|u006_e013|u006_e014|u006_e015|u006_e016|u006_e018|u006_e016|u006_e015|u006_e015,fact|fact|preference|fact|fact|fact|fact|fact|preference|preference,0.345361|0.343645|0.3387|0.3332|0.3332|0.3332|0.3332|0.331931|0.329829|0.327575,u006_m043|u006_m059|u006_m057,u006_e011|u006_e015,0.6666666666666666,0.2493309034614129,0.0,,0.6666666666666666,,0.0,,193
10,wo_penalty,u006,u006_q015,chat,chat_history,,之前我提过哪些和提醒方式有关的要求？,u006_m060|u006_m057|u006_m059|u006_m064|u006_m061|u006_m071|u006_m072|u006_m041|u006_m045|u006_m056,u006_e015|u006_e015|u006_e015|u006_e016|u006_e016|u006_e018|u006_e018|u006_e011|u006_e012|u006_e014,fact|preference|preference|fact|fact|fact|fact|preference|preference|fact,0.449867|0.446496|0.444242|0.4032|0.401931|0.392028|0.379867|0.361507|0.35927|0.356533,u006_m043|u006_m059|u006_m057,u006_e011|u006_e015,0.6666666666666666,0.46868458805331514,0.0,,0.6666666666666666,,0.0,,185
5,full_qca,u006,u006_q016,chat,mixed,,帮我安排今天上午，结合任务优先级和个人偏好。,u006_m053|u006_m049|u006_m055|u006_m057|u006_m059,u006_e014|u006_e013|u006_e014|u006_e015|u006_e015,constraint|preference|preference|preference|preference,0.630999|0.627961|0.59723|0.595222|0.59306,u006_m053|u006_m054|u006_m049|u006_m002,u006_e014|u006_e013|u006_e001,0.5,0.6744821105691429,1.0,0.0,1.0,,,,76
5,wo_tmt,u006,u006_q016,chat,mixed,,帮我安排今天上午，结合任务优先级和个人偏好。,u006_m053|u006_m049|u006_m055|u006_m057|u006_m059,u006_e014|u006_e013|u006_e014|u006_e015|u006_e015,constraint|preference|preference|preference|preference,0.630999|0.627961|0.59723|0.595222|0.59306,u006_m053|u006_m054|u006_m049|u006_m002,u006_e014|u006_e013|u006_e001,0.5,0.6744821105691429,1.0,0.0,1.0,,,,76
5,wo_decay,u006,u006_q016,chat,mixed,,帮我安排今天上午，结合任务优先级和个人偏好。,u006_m053|u006_m049|u006_m054|u006_m001|u006_m002,u006_e014|u006_e013|u006_e014|u006_e001|u006_e001,constraint|preference|todo|todo|todo,0.5954|0.578724|0.562533|0.539998|0.53438,u006_m053|u006_m054|u006_m049|u006_m002,u006_e014|u006_e013|u006_e001,1.0,0.9879175928560108,1.0,1.0,1.0,,,,80
5,wo_compatibility,u006,u006_q016,chat,mixed,,帮我安排今天上午，结合任务优先级和个人偏好。,u006_m049|u006_m053|u006_m056|u006_m055|u006_m057,u006_e013|u006_e014|u006_e014|u006_e014|u006_e015,preference|constraint|fact|preference|preference,0.423961|0.414999|0.4032|0.39323|0.391222,u006_m053|u006_m054|u006_m049|u006_m002,u006_e014|u006_e013|u006_e001,0.5,0.6744821105691429,1.0,0.0,1.0,,,,90
5,wo_domain,u006,u006_q016,chat,mixed,,帮我安排今天上午，结合任务优先级和个人偏好。,u006_m049|u006_m053|u006_m057|u006_m059|u006_m055,u006_e013|u006_e014|u006_e015|u006_e015|u006_e014,preference|constraint|preference|preference|preference,0.527961|0.510999|0.495222|0.49306|0.47723,u006_m053|u006_m054|u006_m049|u006_m002,u006_e014|u006_e013|u006_e001,0.5,0.6744821105691429,1.0,0.0,1.0,,,,76
5,wo_penalty,u006,u006_q016,chat,mixed,,帮我安排今天上午，结合任务优先级和个人偏好。,u006_m053|u006_m049|u006_m055|u006_m057|u006_m059,u006_e014|u006_e013|u006_e014|u006_e015|u006_e015,constraint|preference|preference|preference|preference,0.630999|0.627961|0.59723|0.595222|0.59306,u006_m053|u006_m054|u006_m049|u006_m002,u006_e014|u006_e013|u006_e001,0.5,0.6744821105691429,1.0,0.0,1.0,,,,76
10,full_qca,u006,u006_q016,chat,mixed,,帮我安排今天上午，结合任务优先级和个人偏好。,u006_m053|u006_m049|u006_m055|u006_m057|u006_m059|u006_m060|u006_m054|u006_m056|u006_m001|u006_m041,u006_e014|u006_e013|u006_e014|u006_e015|u006_e015|u006_e015|u006_e014|u006_e014|u006_e001|u006_e011,constraint|preference|preference|preference|preference|fact|todo|fact|todo|preference,0.630999|0.627961|0.59723|0.595222|0.59306|0.5752|0.562533|0.5472|0.539998|0.534871,u006_m053|u006_m054|u006_m049|u006_m002,u006_e014|u006_e013|u006_e001,0.75,0.8123343814578067,1.0,0.5,1.0,,,,177
10,wo_tmt,u006,u006_q016,chat,mixed,,帮我安排今天上午，结合任务优先级和个人偏好。,u006_m053|u006_m049|u006_m055|u006_m057|u006_m059|u006_m060|u006_m054|u006_m056|u006_m001|u006_m058,u006_e014|u006_e013|u006_e014|u006_e015|u006_e015|u006_e015|u006_e014|u006_e014|u006_e001|u006_e015,constraint|preference|preference|preference|preference|fact|todo|fact|todo|todo,0.630999|0.627961|0.59723|0.595222|0.59306|0.5752|0.566|0.5472|0.5428|0.5412,u006_m053|u006_m054|u006_m049|u006_m002,u006_e014|u006_e013|u006_e001,0.75,0.8123343814578067,1.0,0.5,1.0,,,,188
10,wo_decay,u006,u006_q016,chat,mixed,,帮我安排今天上午，结合任务优先级和个人偏好。,u006_m053|u006_m049|u006_m054|u006_m001|u006_m002|u006_m058|u006_m057|u006_m041|u006_m059|u006_m004,u006_e014|u006_e013|u006_e014|u006_e001|u006_e001|u006_e015|u006_e015|u006_e011|u006_e015|u006_e001,constraint|preference|todo|todo|todo|todo|preference|preference|preference|preference,0.5954|0.578724|0.562533|0.539998|0.53438|0.53184|0.5188|0.517133|0.506|0.497533,u006_m053|u006_m054|u006_m049|u006_m002,u006_e014|u006_e013|u006_e001,1.0,0.9879175928560108,1.0,1.0,1.0,,,,144
10,wo_compatibility,u006,u006_q016,chat,mixed,,帮我安排今天上午，结合任务优先级和个人偏好。,u006_m049|u006_m053|u006_m056|u006_m055|u006_m057|u006_m059|u006_m060|u006_m054|u006_m001|u006_m064,u006_e013|u006_e014|u006_e014|u006_e014|u006_e015|u006_e015|u006_e015|u006_e014|u006_e001|u006_e016,preference|constraint|fact|preference|preference|preference|fact|todo|todo|fact,0.423961|0.414999|0.4032|0.39323|0.391222|0.38906|0.3832|0.370533|0.347998|0.3432,u006_m053|u006_m054|u006_m049|u006_m002,u006_e014|u006_e013|u006_e001,0.75,0.8049447595207185,1.0,0.5,1.0,,,,201
10,wo_domain,u006,u006_q016,chat,mixed,,帮我安排今天上午，结合任务优先级和个人偏好。,u006_m049|u006_m053|u006_m057|u006_m059|u006_m055|u006_m060|u006_m070|u006_m050|u006_m045|u006_m001,u006_e013|u006_e014|u006_e015|u006_e015|u006_e014|u006_e015|u006_e018|u006_e013|u006_e012|u006_e001,preference|constraint|preference|preference|preference|fact|constraint|status_update|preference|todo,0.527961|0.510999|0.495222|0.49306|0.47723|0.4752|0.472833|0.462155|0.46123|0.459998,u006_m053|u006_m054|u006_m049|u006_m002,u006_e014|u006_e013|u006_e001,0.5,0.6744821105691429,1.0,0.0,1.0,,,,167
10,wo_penalty,u006,u006_q016,chat,mixed,,帮我安排今天上午，结合任务优先级和个人偏好。,u006_m053|u006_m049|u006_m055|u006_m057|u006_m059|u006_m060|u006_m054|u006_m056|u006_m001|u006_m041,u006_e014|u006_e013|u006_e014|u006_e015|u006_e015|u006_e015|u006_e014|u006_e014|u006_e001|u006_e011,constraint|preference|preference|preference|preference|fact|todo|fact|todo|preference,0.630999|0.627961|0.59723|0.595222|0.59306|0.5752|0.562533|0.5472|0.539998|0.534871,u006_m053|u006_m054|u006_m049|u006_m002,u006_e014|u006_e013|u006_e001,0.75,0.8123343814578067,1.0,0.5,1.0,,,,177
5,full_qca,u006,u006_q017,chat,mixed,,帮我写一个关于sprint planning的提醒，要体现依赖关系。,u006_m057|u006_m059|u006_m060|u006_m058|u006_m005,u006_e015|u006_e015|u006_e015|u006_e015|u006_e002,preference|preference|fact|todo|todo,0.636651|0.61306|0.5952|0.574917|0.56808,u006_m057|u006_m037|u006_m058,u006_e015|u006_e010,0.6666666666666666,0.6552674710241855,1.0,1.0,0.5,,,,98
5,wo_tmt,u006,u006_q017,chat,mixed,,帮我写一个关于sprint planning的提醒，要体现依赖关系。,u006_m057|u006_m059|u006_m060|u006_m058|u006_m037,u006_e015|u006_e015|u006_e015|u006_e015|u006_e010,preference|preference|fact|todo|dependency,0.636651|0.61306|0.5952|0.584277|0.564901,u006_m057|u006_m037|u006_m058,u006_e015|u006_e010,1.0,0.852212987036569,1.0,1.0,1.0,,,,96
5,wo_decay,u006,u006_q017,chat,mixed,,帮我写一个关于sprint planning的提醒，要体现依赖关系。,u006_m058|u006_m005|u006_m057|u006_m037|u006_m059,u006_e015|u006_e002|u006_e015|u006_e010|u006_e015,todo|todo|preference|dependency|preference,0.574917|0.56808|0.560229|0.548|0.526,u006_m057|u006_m037|u006_m058,u006_e015|u006_e010,1.0,0.8132022820105483,1.0,1.0,1.0,,,,85
5,wo_compatibility,u006,u006_q017,chat,mixed,,帮我写一个关于sprint planning的提醒，要体现依赖关系。,u006_m057|u006_m059|u006_m060|u006_m070|u006_m064,u006_e015|u006_e015|u006_e015|u006_e018|u006_e016,preference|preference|fact|constraint|fact,0.432651|0.40906|0.4032|0.384833|0.3832,u006_m057|u006_m037|u006_m058,u006_e015|u006_e010,0.3333333333333333,0.5090967735771897,1.0,0.0,0.5,,,,115
5,wo_domain,u006,u006_q017,chat,mixed,,帮我写一个关于sprint planning的提醒，要体现依赖关系。,u006_m057|u006_m049|u006_m053|u006_m059|u006_m055,u006_e015|u006_e013|u006_e014|u006_e015|u006_e014,preference|preference|constraint|preference|preference,0.516651|0.511745|0.510999|0.49306|0.47723,u006_m057|u006_m037|u006_m058,u006_e015|u006_e010,0.3333333333333333,0.5090967735771897,1.0,0.0,0.5,,,,76
5,wo_penalty,u006,u006_q017,chat,mixed,,帮我写一个关于sprint planning的提醒，要体现依赖关系。,u006_m057|u006_m059|u006_m060|u006_m058|u006_m005,u006_e015|u006_e015|u006_e015|u006_e015|u006_e002,preference|preference|fact|todo|todo,0.636651|0.61306|0.5952|0.574917|0.56808,u006_m057|u006_m037|u006_m058,u006_e015|u006_e010,0.6666666666666666,0.6552674710241855,1.0,1.0,0.5,,,,98
10,full_qca,u006,u006_q017,chat,mixed,,帮我写一个关于sprint planning的提醒，要体现依赖关系。,u006_m057|u006_m059|u006_m060|u006_m058|u006_m005|u006_m037|u006_m070|u006_m053|u006_m039|u006_m062,u006_e015|u006_e015|u006_e015|u006_e015|u006_e002|u006_e010|u006_e018|u006_e014|u006_e010|u006_e016,preference|preference|fact|todo|todo|dependency|constraint|constraint|constraint|constraint,0.636651|0.61306|0.5952|0.574917|0.56808|0.564901|0.552833|0.550999|0.54494|0.542559,u006_m057|u006_m037|u006_m058,u006_e015|u006_e010,1.0,0.8366114007058858,1.0,1.0,1.0,,,,185
10,wo_tmt,u006,u006_q017,chat,mixed,,帮我写一个关于sprint planning的提醒，要体现依赖关系。,u006_m057|u006_m059|u006_m060|u006_m058|u006_m037|u006_m070|u006_m053|u006_m039|u006_m062|u006_m005,u006_e015|u006_e015|u006_e015|u006_e015|u006_e010|u006_e018|u006_e014|u006_e010|u006_e016|u006_e002,preference|preference|fact|todo|dependency|constraint|constraint|constraint|constraint|todo,0.636651|0.61306|0.5952|0.584277|0.564901|0.552833|0.550999|0.54494|0.542559|0.5374,u006_m057|u006_m037|u006_m058,u006_e015|u006_e010,1.0,0.852212987036569,1.0,1.0,1.0,,,,185
10,wo_decay,u006,u006_q017,chat,mixed,,帮我写一个关于sprint planning的提醒，要体现依赖关系。,u006_m058|u006_m005|u006_m057|u006_m037|u006_m059|u006_m007|u006_m053|u006_m039|u006_m006|u006_m001,u006_e015|u006_e002|u006_e015|u006_e010|u006_e015|u006_e002|u006_e014|u006_e010|u006_e002|u006_e001,todo|todo|preference|dependency|preference|preference|constraint|constraint|todo|todo,0.574917|0.56808|0.560229|0.548|0.526|0.5164|0.5154|0.507077|0.505189|0.499998,u006_m057|u006_m037|u006_m058,u006_e015|u006_e010,1.0,0.8132022820105483,1.0,1.0,1.0,,,,168
10,wo_compatibility,u006,u006_q017,chat,mixed,,帮我写一个关于sprint planning的提醒，要体现依赖关系。,u006_m057|u006_m059|u006_m060|u006_m070|u006_m064|u006_m005|u006_m061|u006_m071|u006_m062|u006_m072,u006_e015|u006_e015|u006_e015|u006_e018|u006_e016|u006_e002|u006_e016|u006_e018|u006_e016|u006_e018,preference|preference|fact|constraint|fact|todo|fact|fact|constraint|fact,0.432651|0.40906|0.4032|0.384833|0.3832|0.37608|0.375638|0.374962|0.374559|0.3632,u006_m057|u006_m037|u006_m058,u006_e015|u006_e010,0.3333333333333333,0.5090967735771897,1.0,0.0,0.5,,,,201
10,wo_domain,u006,u006_q017,chat,mixed,,帮我写一个关于sprint planning的提醒，要体现依赖关系。,u006_m057|u006_m049|u006_m053|u006_m059|u006_m055|u006_m060|u006_m050|u006_m070|u006_m037|u006_m001,u006_e015|u006_e013|u006_e014|u006_e015|u006_e014|u006_e015|u006_e013|u006_e018|u006_e010|u006_e001,preference|preference|constraint|preference|preference|fact|status_update|constraint|dependency|todo,0.516651|0.511745|0.510999|0.49306|0.47723|0.4752|0.473266|0.472833|0.464901|0.459998,u006_m057|u006_m037|u006_m058,u006_e015|u006_e010,0.6666666666666666,0.662350173119678,1.0,0.0,1.0,,,,179
10,wo_penalty,u006,u006_q017,chat,mixed,,帮我写一个关于sprint planning的提醒，要体现依赖关系。,u006_m057|u006_m059|u006_m060|u006_m058|u006_m005|u006_m037|u006_m070|u006_m053|u006_m039|u006_m062,u006_e015|u006_e015|u006_e015|u006_e015|u006_e002|u006_e010|u006_e018|u006_e014|u006_e010|u006_e016,preference|preference|fact|todo|todo|dependency|constraint|constraint|constraint|constraint,0.636651|0.61306|0.5952|0.574917|0.56808|0.564901|0.552833|0.550999|0.54494|0.542559,u006_m057|u006_m037|u006_m058,u006_e015|u006_e010,1.0,0.8366114007058858,1.0,1.0,1.0,,,,185
5,full_qca,u006,u006_q018,task,task_priority,,我还有什么低优先级但今天可能会干扰我的事？,u006_m001|u006_m002|u006_m054|u006_m034|u006_m070,u006_e001|u006_e001|u006_e014|u006_e009|u006_e018,todo|todo|todo|todo|constraint,0.563998|0.55738|0.5216|0.516003|0.508666,u006_m069|u006_m009|u006_m061,u006_e018|u006_e003|u006_e016,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,97
5,wo_tmt,u006,u006_q018,task,task_priority,,我还有什么低优先级但今天可能会干扰我的事？,u006_m069|u006_m001|u006_m002|u006_m054|u006_m034,u006_e018|u006_e001|u006_e001|u006_e014|u006_e009,todo|todo|todo|todo|todo,0.572533|0.5668|0.5566|0.525067|0.517867,u006_m069|u006_m009|u006_m061,u006_e018|u006_e003|u006_e016,0.3333333333333333,0.6300059872618923,1.0,0.5,0.0,0.0,,1.0,90
5,wo_decay,u006,u006_q018,task,task_priority,,我还有什么低优先级但今天可能会干扰我的事？,u006_m001|u006_m002|u006_m054|u006_m034|u006_m005,u006_e001|u006_e001|u006_e014|u006_e009|u006_e002,todo|todo|todo|todo|todo,0.563998|0.55738|0.5216|0.516003|0.506047,u006_m069|u006_m009|u006_m061,u006_e018|u006_e003|u006_e016,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,93
5,wo_compatibility,u006,u006_q018,task,task_priority,,我还有什么低优先级但今天可能会干扰我的事？,u006_m070|u006_m049|u006_m071|u006_m045|u006_m072,u006_e018|u006_e013|u006_e018|u006_e012|u006_e018,constraint|preference|fact|preference|fact,0.409666|0.40877|0.397295|0.383354|0.382333,u006_m069|u006_m009|u006_m061,u006_e018|u006_e003|u006_e016,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,71
5,wo_domain,u006,u006_q018,task,task_priority,,我还有什么低优先级但今天可能会干扰我的事？,u006_m005|u006_m050|u006_m070|u006_m058|u006_m053,u006_e002|u006_e013|u006_e018|u006_e015|u006_e014,todo|status_update|constraint|todo|constraint,0.45938|0.429555|0.415333|0.41344|0.410099,u006_m069|u006_m009|u006_m061,u006_e018|u006_e003|u006_e016,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,96
5,wo_penalty,u006,u006_q018,task,task_priority,,我还有什么低优先级但今天可能会干扰我的事？,u006_m001|u006_m002|u006_m054|u006_m034|u006_m070,u006_e001|u006_e001|u006_e014|u006_e009|u006_e018,todo|todo|todo|todo|constraint,0.563998|0.55738|0.5216|0.516003|0.508666,u006_m069|u006_m009|u006_m061,u006_e018|u006_e003|u006_e016,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,97
10,full_qca,u006,u006_q018,task,task_priority,,我还有什么低优先级但今天可能会干扰我的事？,u006_m001|u006_m002|u006_m054|u006_m034|u006_m070|u006_m005|u006_m053|u006_m013|u006_m071|u006_m062,u006_e001|u006_e001|u006_e014|u006_e009|u006_e018|u006_e002|u006_e014|u006_e004|u006_e018|u006_e016,todo|todo|todo|todo|constraint|todo|constraint|todo|fact|constraint,0.563998|0.55738|0.5216|0.516003|0.508666|0.506047|0.456766|0.454267|0.452295|0.451259,u006_m069|u006_m009|u006_m061,u006_e018|u006_e003|u006_e016,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,173
10,wo_tmt,u006,u006_q018,task,task_priority,,我还有什么低优先级但今天可能会干扰我的事？,u006_m069|u006_m001|u006_m002|u006_m054|u006_m034|u006_m070|u006_m009|u006_m005|u006_m053|u006_m071,u006_e018|u006_e001|u006_e001|u006_e014|u006_e009|u006_e018|u006_e003|u006_e002|u006_e014|u006_e018,todo|todo|todo|todo|todo|constraint|todo|todo|constraint|fact,0.572533|0.5668|0.5566|0.525067|0.517867|0.508666|0.4871|0.475367|0.456766|0.452295,u006_m069|u006_m009|u006_m061,u006_e018|u006_e003|u006_e016,0.6666666666666666,0.7700073177645349,1.0,1.0,0.0,0.0,,1.0,174
10,wo_decay,u006,u006_q018,task,task_priority,,我还有什么低优先级但今天可能会干扰我的事？,u006_m001|u006_m002|u006_m054|u006_m034|u006_m005|u006_m013|u006_m069|u006_m006|u006_m058|u006_m009,u006_e001|u006_e001|u006_e014|u006_e009|u006_e002|u006_e004|u006_e018|u006_e002|u006_e015|u006_e003,todo|todo|todo|todo|todo|todo|todo|todo|todo|todo,0.563998|0.55738|0.5216|0.516003|0.506047|0.454267|0.441609|0.438127|0.436773|0.424007,u006_m069|u006_m009|u006_m061,u006_e018|u006_e003|u006_e016,0.6666666666666666,0.331410376612023,0.0,1.0,0.0,0.0,,0.0,170
10,wo_compatibility,u006,u006_q018,task,task_priority,,我还有什么低优先级但今天可能会干扰我的事？,u006_m070|u006_m049|u006_m071|u006_m045|u006_m072|u006_m064|u006_m053|u006_m001|u006_m061|u006_m062,u006_e018|u006_e013|u006_e018|u006_e012|u006_e018|u006_e016|u006_e014|u006_e001|u006_e016|u006_e016,constraint|preference|fact|preference|fact|fact|constraint|todo|fact|constraint,0.409666|0.40877|0.397295|0.383354|0.382333|0.359|0.357766|0.354998|0.353638|0.352259,u006_m069|u006_m009|u006_m061,u006_e018|u006_e003|u006_e016,0.3333333333333333,0.06321689987124321,0.0,0.0,1.0,0.0,,0.0,166
10,wo_domain,u006,u006_q018,task,task_priority,,我还有什么低优先级但今天可能会干扰我的事？,u006_m005|u006_m050|u006_m070|u006_m058|u006_m053|u006_m013|u006_m038|u006_m006|u006_m062|u006_m025,u006_e002|u006_e013|u006_e018|u006_e015|u006_e014|u006_e004|u006_e010|u006_e002|u006_e016|u006_e007,todo|status_update|constraint|todo|constraint|todo|todo|todo|constraint|todo,0.45938|0.429555|0.415333|0.41344|0.410099|0.4076|0.39396|0.39146|0.381259|0.372201,u006_m069|u006_m009|u006_m061,u006_e018|u006_e003|u006_e016,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,180
10,wo_penalty,u006,u006_q018,task,task_priority,,我还有什么低优先级但今天可能会干扰我的事？,u006_m001|u006_m002|u006_m054|u006_m034|u006_m070|u006_m005|u006_m053|u006_m013|u006_m071|u006_m062,u006_e001|u006_e001|u006_e014|u006_e009|u006_e018|u006_e002|u006_e014|u006_e004|u006_e018|u006_e016,todo|todo|todo|todo|constraint|todo|constraint|todo|fact|constraint,0.563998|0.55738|0.5216|0.516003|0.508666|0.506047|0.456766|0.454267|0.452295|0.451259,u006_m069|u006_m009|u006_m061,u006_e018|u006_e003|u006_e016,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,173
5,full_qca,u006,u006_q019,task,task_status,,那个类似支付 bug的旧任务还需要今天做吗？,u006_m054|u006_m018|u006_m034|u006_m001|u006_m002,u006_e014|u006_e005|u006_e009|u006_e001|u006_e001,todo|status_update|todo|todo|todo,0.60437|0.569443|0.551354|0.548076|0.544366,u006_m065|u006_m001,u006_e017|u006_e001,0.5,0.20210734650054757,0.0,0.5,,,,,91
5,wo_tmt,u006,u006_q019,task,task_status,,那个类似支付 bug的旧任务还需要今天做吗？,u006_m054|u006_m018|u006_m034|u006_m001|u006_m002,u006_e014|u006_e005|u006_e009|u006_e001|u006_e001,todo|status_update|todo|todo|todo,0.606503|0.569443|0.552501|0.5498|0.543886,u006_m065|u006_m001,u006_e017|u006_e001,0.5,0.20210734650054757,0.0,0.5,,,,,91
5,wo_decay,u006,u006_q019,task,task_status,,那个类似支付 bug的旧任务还需要今天做吗？,u006_m018|u006_m054|u006_m034|u006_m001|u006_m002,u006_e005|u006_e014|u006_e009|u006_e001|u006_e001,status_update|todo|todo|todo|todo,0.639356|0.60437|0.551354|0.548076|0.544366,u006_m065|u006_m001,u006_e017|u006_e001,0.5,0.20210734650054757,0.0,0.5,,,,,91
5,wo_compatibility,u006,u006_q019,task,task_status,,那个类似支付 bug的旧任务还需要今天做吗？,u006_m053|u006_m054|u006_m070|u006_m055|u006_m056,u006_e014|u006_e014|u006_e018|u006_e014|u006_e014,constraint|todo|constraint|preference|fact,0.394407|0.36637|0.361684|0.335049|0.329,u006_m065|u006_m001,u006_e017|u006_e001,0.0,0.0,0.0,0.0,,,,,107
